"","X","SNP","Gene","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"328",1470,"PstI.TP723544","Sobic.009G021700","CmD_BI_mm.61",9,1942972,"CmD_BI_mm","CmD_BI_mm(PS_N(2);PS_Y(1))","CmD_BI_mm(124+36088im(3))","","","CmD_BI_mm(FASTmrMLM(1)mrMLM(1)pKWmEB(1))","","",0.127,5.959,1,"Chr09",1942720,1944208,1489,"-",-252,-1236,37920013,"Sobic.009G021700","Sobic.009G021700.1","Sobic.009G021700.1.p","","PTHR35304","","","","","AT5G02640.1","","","LOC_Os05g02900.1",NA,"expressed protein"
"329",1496,"PstI.TP729133","Sobic.007G105800","CmN.210",7,37735277,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.06801,0.05737,1,"Chr07",37734813,37735968,1156,"+",-464,-691,37935139,"Sobic.007G105800","Sobic.007G105800.1","Sobic.007G105800.1.p","PF04526","PTHR23130,PTHR23130:SF89","","","","","AT3G07390.1","AIR12","auxin-responsive family protein","LOC_Os08g41290.1",NA,"AIR12, putative, expressed"
"330",1497,"PstI.TP736503","Sobic.001G040000","CmD_LI_mm.52",1,2979376,"CmD_LI_mm","CmD_LI_mm(PS_Y(1))","CmD_LI_mm(124+36088im(1))","","","CmD_LI_mm(mrMLM(1))","","",0.2377,7.877,2,"Chr01",2977629,2979955,2327,"-",-1747,-579,37939351,"Sobic.001G040000","Sobic.001G040000.2","Sobic.001G040000.2.p","PF01196","PTHR14413","KOG3280","","K02879","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT3G54210.1","","Ribosomal protein L17 family protein","LOC_Os03g60100.1",NA,"50S ribosomal protein L17, putative, expressed"
"331",1498,"PstI.TP737551","Sobic.006G235700","CmN.211",6,57757179,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.07876,7.229,1,"Chr06",57757224,57760331,3108,"+",45,-3152,37946135,"Sobic.006G235700","Sobic.006G235700.1","Sobic.006G235700.1.p","PF04194","PTHR12298","KOG2061","","K14801","GO:0005737","AT5G64830.1","","programmed cell death 2 C-terminal domain-containing protein","LOC_Os04g54820.1",NA,"programmed cell death 2 C-terminal domain-containing protein, putative, expressed"
"333",1507,"PstI.TP742466","Sobic.005G222000","Cml_cm.58",5,70851257,"Cml_cm","Cml_cm(PS_N(1);PS_Y(1))","Cml_cm(124+36088im(2))","","","Cml_cm(ISIS EM-BLASSO(1)pKWmEB(1))","","",0.0685,2.033,1,"Chr05",70846703,70855117,8415,"-",-4554,-3860,37923195,"Sobic.005G222000","Sobic.005G222000.1","Sobic.005G222000.1.p","","PTHR10997,PTHR10997:SF29","","","","","AT3G17340.1","","ARM repeat superfamily protein","LOC_Os11g47320.1",NA,"protein transporter, putative, expressed"
"334",1523,"PstI.TP744556","Sobic.001G491200","Bcirc_cm.64",1,76101544,"Bcirc_cm","Bcirc_cm(PS_N(1);PS_Y(1))","Bcirc_cm(C124+2560(2))","","","Bcirc_cm(pKWmEB(2))","","",0.4073,5.68,1,"Chr01",76097084,76103065,5982,"-",-4460,-1521,37939224,"Sobic.001G491200","Sobic.001G491200.1","Sobic.001G491200.1.p","PF00005,PF00664","PTHR24223,PTHR24223:SF181","","3.6.3.44","","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT3G13080.1","ATMRP3,MRP3","multidrug resistance-associated protein 3","LOC_Os01g07870.1",NA,"ABC transporter family protein, putative, expressed"
"335",1524,"PstI.TP745674","Sobic.003G337700","Yld_kg.48",3,66083753,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C116+3293(1))","","","Yld_kg(pKWmEB(1))","","",0.0991,1.657,1,"Chr03",66081053,66083714,2662,"+",-2700,39,37916865,"Sobic.003G337700","Sobic.003G337700.1","Sobic.003G337700.1.p","PF03106","PTHR31282,PTHR31282:SF34","","","","GO:0043565,GO:0006355,GO:0003700","AT5G01900.1","ATWRKY62,WRKY62","WRKY DNA-binding protein 62","LOC_Os01g60540.1",NA,"WRKY20, expressed"
"336",1525,"PstI.TP745785","Sobic.006G086900","CmD_BI_mm.64",6,45615805,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","","CmD_BI_mm(pKWmEB(1))","","",0.4234,1.07e-06,1,"Chr06",45613551,45616219,2669,"+",-2254,-414,37946298,"Sobic.006G086900","Sobic.006G086900.1","Sobic.006G086900.1.p","PF01095","PTHR31707,PTHR31707:SF28","","3.1.1.11","","GO:0042545,GO:0030599,GO:0005618","AT5G09760.1","","Plant invertase/pectin methylesterase inhibitor superfamily","LOC_Os04g35770.1",NA,"pectinesterase, putative, expressed"
"337",1573,"PstI.TP747686","Sobic.005G002400","CmN.212",5,191126,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.08854,6.996,1,"Chr05",190488,194282,3795,"+",-638,-3156,37924783,"Sobic.005G002400","Sobic.005G002400.1","Sobic.005G002400.1.p","","PTHR11638,PTHR11638:SF68","KOG1051","","","","AT2G29970.1","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","LOC_Os11g01330.1",NA,"expressed protein"
"339",1577,"PstI.TP75301","Sobic.006G077000","Bcirc_cm.65",6,44312976,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(124+36088im(1))","","","Bcirc_cm(mrMLM(1))","","",0.2664,4.053,2,"Chr06",44312344,44314731,2388,"+",-632,-1755,37948052,"Sobic.006G077000","Sobic.006G077000.2","Sobic.006G077000.2.p","PF08276,PF00954,PF01453,PF00069","PTHR27002,PTHR27002:SF12","KOG1187","2.7.11.1","","GO:0048544,GO:0006468,GO:0005524,GO:0004672","AT2G19130.1","","S-locus lectin protein kinase family protein","LOC_Os10g20160.1",NA,"serine/threonine-protein kinase receptor precursor, putative, expressed"
"340",1578,"PstI.TP753385","Sobic.008G149450","Yld_kg.50",8,58262070,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(124+36088im(1))","","Yld_kg(FarmCPU(1))","","","",0.1795,14.16,1,"Chr08",58261135,58262523,1389,"-",-935,-453,37926449,"Sobic.008G149450","Sobic.008G149450.1","Sobic.008G149450.1.p","","","","","","","","","","",NA,""
"341",1579,"PstI.TP754866","Sobic.001G407900","Bcirc_cm.66",1,69204551,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(C106+4202(1))","","","Bcirc_cm(ISIS EM-BLASSO(1))","","",0.4764,11.05,2,"Chr01",69199763,69205422,5660,"-",-4788,-871,37940997,"Sobic.001G407900","Sobic.001G407900.2","Sobic.001G407900.2.p","PF00581","PTHR12231,PTHR12231:SF111","","","","","AT3G08920.1","","Rhodanese/Cell cycle control phosphatase superfamily protein","LOC_Os03g18020.1",NA,"rhodanese-like family protein, putative, expressed"
"342",1580,"PstI.TP757921","Sobic.001G249000","Cml_cm.61",1,26848011,"Cml_cm","Cml_cm(PS_N(5);PS_Y(1))","Cml_cm(C106+4202(1);C116+3293(2);C124+2560(3))","","","Cml_cm(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(2)pKWmEB(1))","","",0.4135,11.82,1,"Chr01",26846301,26848746,2446,"-",-1710,-735,37940771,"Sobic.001G249000","Sobic.001G249000.1","Sobic.001G249000.1.p","PF01490","PTHR22950,PTHR22950:SF279","KOG1303","","","","AT1G08230.2","ATGAT1,GAT1","Transmembrane amino acid transporter family protein","LOC_Os10g27980.1",NA,"transmembrane amino acid transporter protein, putative, expressed"
"343",1582,"PstI.TP761935","Sobic.001G230400","CmD_BI_mm.65",1,22258955,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.05645,17.91,1,"Chr01",22258421,22262314,3894,"+",-534,-3359,37939359,"Sobic.001G230400","Sobic.001G230400.1","Sobic.001G230400.1.p","PF00544","PTHR31683,PTHR31683:SF11","","4.2.2.2","K01728","","AT3G53190.1","","Pectin lyase-like superfamily protein","LOC_Os10g31910.1",NA,"pectate lyase precursor, putative, expressed"
"344",1584,"PstI.TP770722","Sobic.001G374900","Bcirc_cm.67",1,66347924,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(124+36088im(1))","","Bcirc_cm(FarmCPU(1))","","","",0.1477,1.611,1,"Chr01",66348484,66349434,951,"+",560,-1510,37942821,"Sobic.001G374900","Sobic.001G374900.1","Sobic.001G374900.1.p","PF05498","PTHR33136,PTHR33136:SF8","","","","","AT3G16570.1","ATRALF23,RALF23","rapid alkalinization factor 23","LOC_Os03g22440.1",NA,"RALFL15 - Rapid ALkalinization Factor RALF family protein precursor, putative, expressed"
"345",1585,"PstI.TP770722","Sobic.001G374800","Bcirc_cm.67",1,66347924,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(124+36088im(1))","","Bcirc_cm(FarmCPU(1))","","","",0.1477,1.611,1,"Chr01",66343883,66347659,3777,"+",-4041,265,37944305,"Sobic.001G374800","Sobic.001G374800.1","Sobic.001G374800.1.p","PF04139","PTHR15237,PTHR15237:SF0","KOG2810","3.1.11.2","K10994","GO:0030896,GO:0000077,GO:0006281,GO:0000075","AT3G05480.1","ATRAD9,RAD9","cell cycle checkpoint control protein family","LOC_Os03g22450.1",NA,"auxin response factor 75, putative, expressed"
"346",1586,"PstI.TP770895","Sobic.001G161200","CCirc_cm.42",1,13263569,"CCirc_cm","CCirc_cm(PS_Y(1))","CCirc_cm(C124+2560(1))","CCirc_cm(CMLM+SUPER(1))","","","","",0.1169,5.509,2,"Chr01",13263107,13265447,2341,"+",-462,-1878,37943222,"Sobic.001G161200","Sobic.001G161200.2","Sobic.001G161200.2.p","PF14531,PF03822","PTHR24343,PTHR24343:SF159","KOG0583","2.7.11.1","","GO:0007165","AT4G14580.1","CIPK4,SnRK3.3","CBL-interacting protein kinase 4","LOC_Os03g43440.1",NA,"CAMK_KIN1/SNF1/Nim1_like.17 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"348",1591,"PstI.TP773172","Sobic.003G215600","Yld_kg.51",3,55061314,"Yld_kg","Yld_kg(PS_N(3))","Yld_kg(124+36088im(3))","","","Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1))","","",0.1475,5.028,1,"Chr03",55053821,55062277,8457,"-",-7493,-963,37915910,"Sobic.003G215600","Sobic.003G215600.1","Sobic.003G215600.1.p","PF14510,PF08370,PF00005,PF01061","PTHR19241,PTHR19241:SF273","","3.6.3.34","","GO:0016887,GO:0005524,GO:0016020","AT1G15520.1","ABCG40,ATABCG40,ATPDR12,PDR12","pleiotropic drug resistance 12","LOC_Os01g42380.1",NA,"pleiotropic drug resistance protein, putative, expressed"
"349",1640,"PstI.TP774504","Sobic.004G088900","CmD_LI_mm.55",4,7549373,"CmD_LI_mm","CmD_LI_mm(PS_Y(2))","CmD_LI_mm(C106+4202(2))","","","CmD_LI_mm(FASTmrMLM(1)pKWmEB(1))","","",0.283,3.312,1,"Chr04",7548556,7550015,1460,"-",-817,-642,37929222,"Sobic.004G088900","Sobic.004G088900.1","Sobic.004G088900.1.p","PF05739,PF00804","PTHR19957,PTHR19957:SF80","KOG0810","","K08486","GO:0005515,GO:0016020","AT1G61290.1","ATSYP124,SYP124","syntaxin of plants 124","LOC_Os06g39050.1",NA,"syntaxin, putative, expressed"
"350",1641,"PstI.TP774963","Sobic.006G013300","Bcirc_cm.68",6,1911989,"Bcirc_cm","Bcirc_cm(PS_N(2);PS_Y(1))","Bcirc_cm(C106+4202(1);C116+3293(1);C124+2560(1))","Bcirc_cm(CMLM+SUPER(1))","Bcirc_cm(FarmCPU(2))","","","",0.1698,1.019,1,"Chr06",1909956,1914230,4275,"+",-2033,-2241,37946442,"Sobic.006G013300","Sobic.006G013300.1","Sobic.006G013300.1.p","PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF212","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G48940.1","","Leucine-rich repeat transmembrane protein kinase family protein","LOC_Os04g04330.2",NA,"receptor-like protein kinase 2 precursor, putative, expressed"
"353",1647,"PstI.TP788586","Sobic.006G231400","Bcirc_cm.69",6,57442567,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","Bcirc_cm(FarmCPU(1))","","","",0.3585,0.006795,1,"Chr06",57443138,57445069,1932,"+",571,-2502,37947639,"Sobic.006G231400","Sobic.006G231400.1","Sobic.006G231400.1.p","PF01535,PF13041","PTHR24015,PTHR24015:SF372","","","","","AT1G03560.1","","Pentatricopeptide repeat (PPR-like) superfamily protein","LOC_Os07g30930.1",NA,"pentatricopeptide repeat domain containing protein, putative, expressed"
"354",1648,"PstI.TP788586","Sobic.006G231266","Bcirc_cm.69",6,57442567,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","Bcirc_cm(FarmCPU(1))","","","",0.3585,0.006795,1,"Chr06",57439537,57442937,3401,"+",-3030,-370,37948920,"Sobic.006G231266","Sobic.006G231266.1","Sobic.006G231266.1.p","","PTHR36382","","","","","AT4G21445.1","","","LOC_Os04g54320.1",NA,"expressed protein"
"355",1650,"PstI.TP789647","Sobic.003G379700","CmDW_g.56",3,69354547,"CmDW_g","CmDW_g(PS_Y(4))","CmDW_g(C116+3293(3);C124+2560(1))","","","CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2))","","",0.3589,5.38,2,"Chr03",69351545,69356140,4596,"-",-3002,-1593,37914612,"Sobic.003G379700","Sobic.003G379700.2","Sobic.003G379700.2.p","PF02365","PTHR31719,PTHR31719:SF3","","","","GO:0006355,GO:0003677","AT1G01720.1","ANAC002,ATAF1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os01g66120.3",NA,"No apical meristem protein, putative, expressed"
"356",1700,"PstI.TP790069","Sobic.002G007400","CmDW_g.57",2,699673,"CmDW_g","CmDW_g(PS_N(2))","CmDW_g(C124+2560(2))","","","CmDW_g(ISIS EM-BLASSO(1)pKWmEB(1))","","",0.2621,27.61,1,"Chr02",698947,700577,1631,"-",-726,-904,37954518,"Sobic.002G007400","Sobic.002G007400.1","Sobic.002G007400.1.p","PF00657","PTHR22835,PTHR22835:SF173","","","","GO:0016788","AT5G03610.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os04g55660.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"357",1704,"PstI.TP794569","Sobic.002G037700","CmN.220",2,3715278,"CmN","CmN(PS_N(3);PS_Y(4))","CmN(C116+3293(3);C124+2560(4))","CmN(CMLM+SUPER(2)MLM+SUPER(2))","","CmN(FASTmrMLM(1)mrMLM(2))","","",0.0658,17.52,1,"Chr02",3705260,3715914,10655,"-",-10018,-636,37951350,"Sobic.002G037700","Sobic.002G037700.1","Sobic.002G037700.1.p","PF14631","PTHR32086","KOG4712","","K10891","GO:0006281","AT4G14970.1","","","LOC_Os07g05960.1",NA,"expressed protein"
"358",1705,"PstI.TP795667","Sobic.008G006400","Cml_cm.64",8,528900,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(124+36088im(1))","","Cml_cm(FarmCPU(1))","","","",0.06863,14.57,1,"Chr08",527846,528916,1071,"+",-1054,-16,37928843,"Sobic.008G006400","Sobic.008G006400.1","Sobic.008G006400.1.p","","PTHR33127,PTHR33127:SF1","","","","","","","","LOC_Os01g66260.1",NA,"expressed protein"
"359",1706,"PstI.TP795667","Sobic.008G006500","Cml_cm.64",8,528900,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(124+36088im(1))","","Cml_cm(FarmCPU(1))","","","",0.06863,14.57,1,"Chr08",529177,532714,3538,"+",277,-3814,37926690,"Sobic.008G006500","Sobic.008G006500.1","Sobic.008G006500.1.p","","PTHR33075,PTHR33075:SF4","","","","","","","","LOC_Os06g28300.1",NA,"zinc knuckle family protein, expressed"
"360",1707,"PstI.TP797083","Sobic.003G245300","SDW_kg.47",3,58432596,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(C116+3293(1))","","SDW_kg(FarmCPU(1))","","","",0.09914,4.685,2,"Chr03",58430977,58433031,2055,"-",-1619,-435,37915495,"Sobic.003G245300","Sobic.003G245300.2","Sobic.003G245300.2.p","PF01612","PTHR13620,PTHR13620:SF13","","3.6.4.12","","GO:0008408,GO:0006139,GO:0003676","AT3G12410.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os01g47180.1",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"361",1710,"PstI.TP797446","Sobic.003G129600","CmN.221",3,12140520,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.1945,1.728,1,"Chr03",12133834,12140553,6720,"-",-6686,-33,37917292,"Sobic.003G129600","Sobic.003G129600.1","Sobic.003G129600.1.p","","PTHR36893","","","","","","","","",NA,""
"362",1711,"PstI.TP802133","Sobic.004G162900","CmN.222",4,51215387,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.4906,1.311,1,"Chr04",51214219,51215601,1383,"-",-1168,-214,37929510,"Sobic.004G162900","Sobic.004G162900.1","Sobic.004G162900.1.p","","PTHR34460,PTHR34460:SF1","","","","","AT5G49100.1","","","LOC_Os02g32550.1",NA,"expressed protein"
"363",1713,"PstI.TP805461","Sobic.001G434800","CmDW_g.58",1,71344044,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(C116+3293(1))","","CmDW_g(FarmCPU(1))","","","",0.4224,0.8452,1,"Chr01",71342270,71343480,1211,"+",-1774,564,37944313,"Sobic.001G434800","Sobic.001G434800.1","Sobic.001G434800.1.p","","","","","","","AT1G75250.1","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os03g14810.1",NA,"MYB-like transcription factor DIVARICATA, putative, expressed"
"364",1717,"PstI.TP814417","Sobic.007G211000","CCirc_cm.45",7,63993858,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(mrMLM(1))","","",0.0513,13.33,1,"Chr07",63992668,63995898,3231,"-",-1190,-2040,37937217,"Sobic.007G211000","Sobic.007G211000.1","Sobic.007G211000.1.p","PF00010","PTHR16223,PTHR16223:SF55","","","","GO:0046983","AT2G42280.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g39630.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"365",1721,"PstI.TP815977","Sobic.008G100801","CmN.223",8,47698137,"CmN","CmN(PS_N(1))","CmN(C124+2560(1))","","","CmN(pKWmEB(1))","","",0.3306,3.642,1,"Chr08",47697853,47699186,1334,"+",-284,-1049,37927612,"Sobic.008G100801","Sobic.008G100801.1","Sobic.008G100801.1.p","","","","","","","","","","",NA,""
"366",1722,"PstI.TP815977","Sobic.008G100700","CmN.223",8,47698137,"CmN","CmN(PS_N(1))","CmN(C124+2560(1))","","","CmN(pKWmEB(1))","","",0.3306,3.642,1,"Chr08",47695374,47702005,6632,"-",-2763,-3868,37928593,"Sobic.008G100700","Sobic.008G100700.1","Sobic.008G100700.1.p","PF05030","PTHR23107,PTHR23107:SF5","KOG3227","","","","AT4G00850.1","GIF3","GRF1-interacting factor 3","LOC_Os12g31350.1",NA,"SSXT protein, putative, expressed"
"368",1725,"PstI.TP832974","Sobic.001G466000","SDW_kg.48",1,73972161,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(FASTmrMLM(1))","","",0.4637,3.852,1,"Chr01",73968592,73973515,4924,"+",-3569,-1354,37938304,"Sobic.001G466000","Sobic.001G466000.1","Sobic.001G466000.1.p","PF02018,PF00331","PTHR31490,PTHR31490:SF2","","3.2.1.8","","GO:0016798,GO:0005975,GO:0004553","AT4G33840.1","","Glycosyl hydrolase family 10 protein","LOC_Os03g10478.1",NA,"glycosyl hydrolase family 10 protein, putative, expressed"
"369",1733,"PstI.TP838455","Sobic.002G261600","Bcirc_cm.72",2,64681502,"Bcirc_cm","Bcirc_cm(PS_N(2))","Bcirc_cm(C116+3293(2))","","Bcirc_cm(FarmCPU(1))","Bcirc_cm(ISIS EM-BLASSO(1))","","",0.4483,6.614,3,"Chr02",64678962,64686425,7464,"-",-2540,-4923,37952367,"Sobic.002G261600","Sobic.002G261600.3","Sobic.002G261600.3.p","PF00232","PTHR10353,PTHR10353:SF78","","3.2.1.21","K01188","GO:0005975,GO:0004553","AT1G02850.2","BGLU11","beta glucosidase 11","LOC_Os09g33680.1",NA,"Os9bglu31 - beta-glucosidase, dhurrinase, similar to G. max hydroxyisourate hydrolase, expressed"
"370",1740,"PstI.TP840657","Sobic.004G047400","Yld_kg.55",4,3859798,"Yld_kg","Yld_kg(PS_N(2))","Yld_kg(124+36088im(2))","","","Yld_kg(FASTmrMLM(1)mrMLM(1))","","",0.2582,8.792,2,"Chr04",3855891,3860016,4126,"+",-3907,-218,37933075,"Sobic.004G047400","Sobic.004G047400.2","Sobic.004G047400.2.p","PF01380,PF00571","PTHR11911,PTHR11911:SF62","","5.3.1.13","K06041","GO:0030246,GO:0005975","AT3G54690.1","","Sugar isomerase (SIS) family protein","LOC_Os02g06360.1",NA,"uncharacterized protein CPn_0526/CP_0226/CPj0526/CpB0547, putative, expressed"
"371",1742,"PstI.TP840657","Sobic.004G047500","Yld_kg.55",4,3859798,"Yld_kg","Yld_kg(PS_N(2))","Yld_kg(124+36088im(2))","","","Yld_kg(FASTmrMLM(1)mrMLM(1))","","",0.2582,8.792,1,"Chr04",3860175,3863495,3321,"-",377,-3697,37929004,"Sobic.004G047500","Sobic.004G047500.1","Sobic.004G047500.1.p","PF08536","PTHR31745,PTHR31745:SF1","","","","","AT1G71260.1","ATWHY2,WHY2","WHIRLY 2","LOC_Os02g06370.1",NA,"whirly transcription factor domain containing protein, expressed"
"372",1748,"PstI.TP840679","Sobic.006G129000","CmDW_g.62",6,49388605,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(124+36088im(1))","","","CmDW_g(mrMLM(1))","","",0.0615,5.444,1,"Chr06",49383922,49388815,4894,"+",-4683,-210,37948145,"Sobic.006G129000","Sobic.006G129000.1","Sobic.006G129000.1.p","","PTHR33704,PTHR33704:SF1","","","","","AT5G10010.1","","","LOC_Os04g56590.1",NA,"ATP/GTP binding protein, putative, expressed"
"373",1757,"PstI.TP841498","Sobic.005G206300","CmN.226",5,69228848,"CmN","CmN(PS_Y(4))","CmN(C106+4202(1);C116+3293(1);C124+2560(2))","CmN(CMLM+SUPER(2)MLM+SUPER(2))","","","","",0.1048,0.3528,4,"Chr05",69226352,69232612,6261,"+",-2496,-3764,37924602,"Sobic.005G206300","Sobic.005G206300.4","Sobic.005G206300.4.p","","PTHR36725","","","","","AT1G66330.2","","senescence-associated family protein","LOC_Os05g05600.3",NA,"ATA15 protein, putative, expressed"
"374",1769,"PstI.TP844985","Sobic.002G197000","CmDW_g.63",2,58637331,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(C124+2560(1))","","CmDW_g(FarmCPU(1))","","","",0.09677,0.4444,1,"Chr02",58634152,58637918,3767,"-",-3179,-587,37952728,"Sobic.002G197000","Sobic.002G197000.1","Sobic.002G197000.1.p","PF00067","PTHR24282,PTHR24282:SF27","KOG0157","1.14.14.1","K10717","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G38450.1","CYP735A1","cytochrome P450, family 735, subfamily A, polypeptide 1","LOC_Os09g23820.1",NA,"cytochrome P450 72A1, putative, expressed"
"375",1771,"PstI.TP84880","Sobic.001G347500","CmD_LI_mm.61",1,63680478,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.1462,17.18,2,"Chr01",63678651,63687351,8701,"-",-1827,-6873,37937353,"Sobic.001G347500","Sobic.001G347500.2","Sobic.001G347500.2.p","","PTHR32093,PTHR32093:SF17","","","","","AT3G50370.1","","","LOC_Os03g27820.1",NA,"expressed protein"
"376",1774,"PstI.TP850835","Sobic.001G079600","CmN.228",1,6117705,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.1169,7.494,1,"Chr01",6115167,6119223,4057,"-",-2538,-1518,37941447,"Sobic.001G079600","Sobic.001G079600.1","Sobic.001G079600.1.p","PF00583","PTHR23091:SF273,PTHR23091","","","","GO:0008080","AT2G23060.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein","LOC_Os03g55530.1",NA,"HLS, putative, expressed"
"377",1775,"PstI.TP852023","Sobic.004G162200","CmD_LI_mm.62",4,51121423,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","","CmD_LI_mm(FASTmrMLM(1))","","",0.0708,6.049,1,"Chr04",51111914,51121956,10043,"-",-9509,-533,37930754,"Sobic.004G162200","Sobic.004G162200.1","Sobic.004G162200.1.p","PF07786","PTHR31061,PTHR31061:SF6","","2.3.1.78","","","AT5G47900.1","","Protein of unknown function (DUF1624)","LOC_Os02g32504.1",NA,"heparan-alpha-glucosaminide N-acetyltransferase, putative, expressed"
"378",1786,"PstI.TP858902","Sobic.004G326400","Cml_cm.68",4,66143706,"Cml_cm","Cml_cm(PS_Y(1))","Cml_cm(C116+3293(1))","","","Cml_cm(mrMLM(1))","","",0.2982,16.53,1,"Chr04",66140091,66144334,4244,"+",-3615,-628,37930460,"Sobic.004G326400","Sobic.004G326400.1","Sobic.004G326400.1.p","PF13857,PF12796","PTHR24128,PTHR24128:SF22","KOG4412","","K19044","","AT5G57740.1","XBAT32","XB3 ortholog 2 in Arabidopsis thaliana","LOC_Os02g54860.2",NA,"ankyrin repeat-rich protein, putative, expressed"
"379",1787,"PstI.TP862775","Sobic.009G008100","CmN.230",9,773151,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.1795,19.87,2,"Chr09",772264,776588,4325,"+",-887,-3437,37920840,"Sobic.009G008100","Sobic.009G008100.2","Sobic.009G008100.2.p","PF05212","PTHR31210,PTHR31210:SF6","","","","","AT2G28310.3","","Protein of unknown function (DUF707)","LOC_Os05g01760.1",NA,"lysine ketoglutarate reductase trans-splicing related 1, putative, expressed"
"382",1793,"PstI.TP869093","Sobic.001G140200","Yld_kg.56",1,11187262,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C124+2560(1))","","Yld_kg(FarmCPU(1))","","","",0.2218,2.25,1,"Chr01",11185282,11192665,7384,"+",-1980,-5403,37940928,"Sobic.001G140200","Sobic.001G140200.1","Sobic.001G140200.1.p","PF03789,PF05920,PF03790,PF03791","PTHR11850,PTHR11850:SF106","KOG0773","","","GO:0003677,GO:0006355,GO:0005634","AT4G08150.1","BP,BP1,KNAT1","KNOTTED-like from Arabidopsis thaliana","LOC_Os07g03770.1",NA,"Homeobox domain containing protein, expressed"
