Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
7,10269451,10269451,10269451,10269451,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP887302,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
5,1938537,1938537,1938537,1938537,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(6.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
6,44312976,44312976,44312976,44312976,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP75301,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
6,45894338,45894338,45894338,45894338,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP710636,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,45894338,45894338,45894338,45894338,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP710636,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
7,53864081,53864081,53864081,53864081,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP713758,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,45894338,45894338,45894338,45894338,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP710636,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
5,2641756,2641756,2641756,2641756,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP714651,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,64652954,64652954,64652954,64652954,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP719892,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
7,10755390,10755390,10755390,10755390,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP446073,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
9,1942972,1942972,1942972,1942972,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP723544,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
9,1942972,1942972,1942972,1942972,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP723544,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,1942972,1942972,1942972,1942972,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP723544,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
9,1942972,1942972,1942972,1942972,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP723544,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
7,37735277,37735277,37735277,37735277,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP729133,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,2979376,2979376,2979376,2979376,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP736503,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,57757179,57757179,57757179,57757179,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP737551,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
10,6556740,6556740,6556740,6556740,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP738082,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
10,6556740,6556740,6556740,6556740,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP738082,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
7,15569290,15569290,15569290,15569290,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP474390,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
5,70851257,70851257,70851257,70851257,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP742466,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
5,70851257,70851257,70851257,70851257,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP742466,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
5,70851257,70851257,70851257,70851257,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP742466,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,47826825,47846825,42652850,49893387,Gifford_et_al_(2015).CC,CC2(Gifford(2015)),CC2(Gifford.et.al.(2015)),CC2,compressed circumference,CC,CC2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Clark_et_al_(2019).CC/BC
3,66083753,66083753,66083753,66083753,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP745674,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
7,61269928,61269970,61259928,61279970,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP590314,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
6,45615805,45615805,45615805,45615805,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP745785,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
6,45615805,45615805,45615805,45615805,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP745785,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,45615805,45615805,45615805,45615805,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP745785,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
5,191126,191126,191126,191126,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP747686,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,74477521,74477521,74477521,74477521,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP749093,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,50513395,50513395,50513395,50513395,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP751721,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
9,3829005,3829005,3829005,3829005,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP752361,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,47930110,47930110,47930110,47930110,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP148994,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
8,58262070,58262070,58262070,58262070,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP753385,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,50586809,50586809,50586809,50586809,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP18079,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
1,26848011,26848011,26848011,26848011,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP757921,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
10,10804856,10804856,10804856,10804856,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP758246,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
8,5124822,5124822,5124822,5124822,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP771300,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
5,2897010,2897010,2897010,2897010,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP561542,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,51284200,51304200,49893387,52583057,Gifford_et_al_(2015).BC,BC6(Gifford(2015)),BC6(Gifford.et.al.(2015)),BC6,basal circumference,BC,BC6(Gifford2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).BC
6,51146867,51146867,51146867,51146867,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP55941,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
8,8195380,8195389,8185380,8205389,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP334052,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
8,5124822,5124822,5124822,5124822,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP771300,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,11591539,11591539,11591539,11591539,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(3.3cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
10,52242723,52242723,52242723,52242723,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP771967,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
6,52834381,52834413,52824381,52844413,Clark_et_al_(2019).CC,CC(Clark(2019)),CC(Clark.et.al.(2019)),PstI.TP139094,Compressed circumference,CC,CC(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
8,12156318,12156336,12146318,12166336,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP788570,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
3,55061314,55061314,55061314,55061314,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP773172,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
3,55061314,55061314,55061314,55061314,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP773172,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
3,55061314,55061314,55061314,55061314,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP773172,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
3,55061314,55061314,55061314,55061314,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP773172,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,55061314,55061314,55061314,55061314,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP773172,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
4,7549373,7549373,7549373,7549373,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774504,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,56339998,56339998,56339998,56339998,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP647736,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
6,1911989,1911989,1911989,1911989,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774963,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
10,41350986,41350986,41350986,41350986,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP775752,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
10,10346907,10346907,10346907,10346907,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP77980,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,57442567,57442567,57442567,57442567,(2)Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP788586,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
5,42340874,42340874,10464402,50287837,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(29.5cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
3,8503251,8503251,8503251,8503251,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP788810,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
8,60371664,60371664,60371664,60371664,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP701217,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
3,69354547,69354547,69354547,69354547,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP789647,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
3,69354547,69354547,69354547,69354547,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP789647,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
5,55180573,55180573,55180573,55180573,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP245163,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
3,69354547,69354547,69354547,69354547,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP789647,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,69354547,69354547,69354547,69354547,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP789647,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,57879722,57879722,57879722,57879722,,Bcirc(Current Study),Bcirc(Current Study),PstI.TP849929,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
2,699673,699673,699673,699673,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP790069,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
5,64737000,64737000,64737000,64737000,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP861953,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
2,3715278,3715278,3715278,3715278,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP794569,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
8,528900,528900,528900,528900,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP795667,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
3,58432596,58432596,58432596,58432596,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP797083,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,12140520,12140520,12140520,12140520,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP797446,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,51215387,51215387,51215387,51215387,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP802133,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,71344044,71344044,71344044,71344044,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP805461,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
6,59157096,59157101,59147096,59167101,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),PstI.TP720319,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
8,47698137,47698137,47698137,47698137,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP815977,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,769851,769851,769851,769851,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(28.6cM),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
9,55177255,55177255,55177255,55177255,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP828064,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,73972161,73972161,73972161,73972161,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP832974,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,4248017,4248077,4248017,4248077,Zhao et al. (2013).Heading time,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM29,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013),Zhao et al. (2013).Heading time
7,1653100,1673100,1663100,1663100,Gifford_et_al_(2015).CCBC,CCBC3(Gifford(2015)),CCBC3(Gifford.et.al.(2015)),CCBC3,compressed circumference/basal circumference,CCBC,CCBC3(Gifford2015)),Purple,Gifford_et_al_(2015),Clark_et_al_(2019).CC/BC
9,1942972,1942972,1942972,1942972,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP723544,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
3,4037471,4037471,4037471,4037471,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP838943,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
3,4037471,4037471,4037471,4037471,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP838943,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
4,3859798,3859798,3859798,3859798,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP840657,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
4,3859798,3859798,3859798,3859798,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP840657,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,49388605,49388605,49388605,49388605,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP840679,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,49388605,49388605,49388605,49388605,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP840679,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
6,49388605,49388605,49388605,49388605,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP840679,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
5,69228848,69228848,69228848,69228848,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP841498,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
5,69228848,69228848,69228848,69228848,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP841498,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,58637331,58637331,58637331,58637331,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP844985,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
