,SNP,Chromosome,Position,P.value,MAF,Ind.SNP,PS,Software,Method,Trait.name,PVE,P.value.1
9185,PstI.TP846324,1,63212381,7.33E-05,0.165739378,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.542811842,7.00E-05
9188,PstI.TP84709,10,53386370,0.000119472,0.157003243,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,2.122885598,1.00E-04
9189,PstI.TP84709,10,53386370,6.17E-05,0.157003243,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.45080494,6.00E-05
9190,PstI.TP84709,10,53386370,9.21E-05,0.157003243,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.618281919,9.00E-05
9194,PstI.TP849929,6,57879722,0.000123671,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.047500649,1.00E-04
9195,PstI.TP849929,6,57879722,0.000238737,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.028301472,2.00E-04
9196,PstI.TP849929,6,57879722,0.000202042,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.027162258,2.00E-04
9197,PstI.TP849929,6,57879722,0.000174933,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.029975008,2.00E-04
9198,PstI.TP849929,6,57879722,1.49E-05,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.053577673,1.00E-05
9199,PstI.TP849929,6,57879722,4.21E-06,0.241846948,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.020739237,4.00E-06
9200,PstI.TP850999,11,5898,0.001061786,0.090492487,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.295154556,0.001
9201,PstI.TP853971,4,66451616,7.35E-05,0.10131652,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,1.047772695,7.00E-05
9202,PstI.TP854160,11,5944,0.000180818,0.151479453,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.252716477,2.00E-04
9203,PstI.TP855773,7,60046043,0.000275557,0.283963265,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.168506625,3.00E-04
9204,PstI.TP855773,7,60046043,0.000337377,0.283963265,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.142935331,3.00E-04
9205,PstI.TP856852,1,1153760,2.08E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.093464145,2.00E-05
9206,PstI.TP856852,1,1153760,0.000165786,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.363653506,2.00E-04
9207,PstI.TP856852,1,1153760,1.79E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.350856691,2.00E-05
9208,PstI.TP856852,1,1153760,3.55E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.312983498,4.00E-05
9209,PstI.TP856852,1,1153760,2.85E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.09442544,3.00E-05
9210,PstI.TP856852,1,1153760,3.33E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.315122193,3.00E-05
9211,PstI.TP856852,1,1153760,6.74E-06,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.113622197,7.00E-06
9212,PstI.TP856852,1,1153760,2.71E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.414185745,3.00E-05
9213,PstI.TP856852,1,1153760,5.75E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.153112563,6.00E-05
9214,PstI.TP856852,1,1153760,1.97E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.094832553,2.00E-05
9215,PstI.TP856852,1,1153760,3.28E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,0.107569489,3.00E-05
9216,PstI.TP856852,1,1153760,6.66E-05,0.122647262,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.334447838,7.00E-05
9218,PstI.TP86184,11,726,0.000502592,0.170851411,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.586093224,5.00E-04
9219,PstI.TP861953,5,64737000,4.33E-05,0.073182429,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.371544417,4.00E-05
9221,PstI.TP867312,6,41300079,0.000558184,0.225490196,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.023258832,6.00E-04
9222,PstI.TP86735,7,59567585,0.000938972,0.314704571,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.108116246,9.00E-04
9225,PstI.TP875104,3,1447825,0.000686232,0.066417265,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.047697758,7.00E-04
9226,PstI.TP875140,2,72930521,7.01E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.562107584,7.00E-05
9227,PstI.TP875140,2,72930521,1.80E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.408883612,2.00E-05
9228,PstI.TP875140,2,72930521,2.61E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.247623379,3.00E-05
9229,PstI.TP875140,2,72930521,1.73E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.176487433,2.00E-05
9230,PstI.TP875140,2,72930521,7.45E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.203283443,7.00E-06
9231,PstI.TP875140,2,72930521,8.03E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.582128188,8.00E-06
9232,PstI.TP875140,2,72930521,5.01E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.176610012,5.00E-06
9233,PstI.TP875140,2,72930521,2.98E-07,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.606099564,3.00E-07
9234,PstI.TP875140,2,72930521,2.13E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.102756892,2.00E-06
9235,PstI.TP875140,2,72930521,2.50E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.535914508,3.00E-06
9236,PstI.TP875140,2,72930521,0.000148644,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.138027475,1.00E-04
9237,PstI.TP875140,2,72930521,4.66E-06,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.134920599,5.00E-06
9238,PstI.TP875140,2,72930521,4.23E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,0.623828712,4.00E-05
9239,PstI.TP875140,2,72930521,5.19E-05,0.215940602,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.229563194,5.00E-05
9241,PstI.TP879786,11,6143,0.000467029,0.078198084,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.150597323,5.00E-04
9242,PstI.TP879786,11,6143,0.00099249,0.078198084,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.372158663,0.001
9245,PstI.TP885027,11,6185,5.37E-05,0.372452907,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.160003652,5.00E-05
9246,PstI.TP885027,11,6185,6.51E-05,0.372452907,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.133540689,7.00E-05
9247,PstI.TP885027,11,6185,6.61E-05,0.372452907,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.043105038,7.00E-05
9248,PstI.TP885027,11,6185,0.000152902,0.372452907,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.018629311,2.00E-04
9250,PstI.TP892247,3,57467578,7.47E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,1.819484262,7.00E-05
9251,PstI.TP892247,3,57467578,8.41E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,1.866753392,8.00E-05
9252,PstI.TP892247,3,57467578,8.76E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,1.819806775,9.00E-05
9253,PstI.TP892247,3,57467578,2.59E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.276781808,3.00E-05
9254,PstI.TP892247,3,57467578,1.19E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,2.096377499,1.00E-05
9255,PstI.TP892247,3,57467578,5.13E-06,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.415358874,5.00E-06
9256,PstI.TP892247,3,57467578,8.04E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,1.804339694,8.00E-05
9257,PstI.TP892247,3,57467578,2.41E-05,0.227237188,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,2.063222947,2.00E-05
9258,PstI.TP89289,3,14045560,7.02E-05,0.152132563,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,3.935134582,7.00E-05
9268,PstI.TP91211,1,10530796,8.24E-05,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,4.418699402,8.00E-05
9269,PstI.TP91211,1,10530796,0.000176712,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,5.39789383,2.00E-04
9270,PstI.TP91211,1,10530796,0.000224903,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,4.395795907,2.00E-04
9271,PstI.TP91211,1,10530796,0.000130347,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,4.440213744,1.00E-04
9272,PstI.TP91211,1,10530796,0.000100639,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,4.458578903,1.00E-04
9273,PstI.TP91211,1,10530796,0.000156847,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,4.233716311,2.00E-04
9274,PstI.TP91211,1,10530796,0.000127078,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,4.517518283,1.00E-04
9275,PstI.TP91211,1,10530796,0.000265778,0.156468559,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.582570145,3.00E-04
9277,PstI.TP913405,3,8829755,0.001002535,0.436746293,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.071877026,0.001
9282,PstI.TP921767,11,6444,8.98E-05,0.194161344,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,3.125369366,9.00E-05
9283,PstI.TP921767,11,6444,0.000435678,0.194161344,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.135076461,4.00E-04
9284,PstI.TP924331,9,50766409,0.000109658,0.370578791,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,1.613349817,1.00E-04
9285,PstI.TP926161,11,6485,2.95E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.869668097,3.00E-05
9286,PstI.TP926161,11,6485,3.05E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.873080242,3.00E-05
9287,PstI.TP926161,11,6485,0.000110844,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.753298301,1.00E-04
9288,PstI.TP926161,11,6485,6.64E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.848959675,7.00E-05
9289,PstI.TP926161,11,6485,5.10E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.674422121,5.00E-05
9290,PstI.TP926161,11,6485,6.59E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.829819164,7.00E-05
9291,PstI.TP926161,11,6485,6.74E-06,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.667493366,7.00E-06
9292,PstI.TP926161,11,6485,7.95E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.850870222,8.00E-05
9293,PstI.TP926161,11,6485,0.000116316,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.376762203,1.00E-04
9294,PstI.TP926161,11,6485,3.78E-05,0.312594483,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.623810755,4.00E-05
9297,PstI.TP936322,11,6550,0.000874415,0.0536058,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.031808941,9.00E-04
9299,PstI.TP937088,8,59762667,8.56E-05,0.196563014,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.00048734,9.00E-05
9300,PstI.TP937088,8,59762667,5.22E-05,0.196563014,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.001015159,5.00E-05
9301,PstI.TP937088,8,59762667,4.56E-05,0.196563014,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.001012656,5.00E-05
9302,PstI.TP937088,8,59762667,5.63E-05,0.196563014,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.004100544,6.00E-05
9303,PstI.TP937088,8,59762667,6.34E-05,0.196563014,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.014791834,6.00E-05
9304,PstI.TP937273,2,69057036,3.98E-05,0.064775408,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.832746252,4.00E-05
9305,PstI.TP937371,11,6558,8.86E-05,0.089394095,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.777231412,9.00E-05
9306,PstI.TP937371,11,6558,7.54E-05,0.089394095,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,0.747226999,8.00E-05
9307,PstI.TP937634,10,50089066,0.000996669,0.437928901,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.909023599,0.001
9308,PstI.TP939825,11,6575,0.000491432,0.270055541,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.948627868,5.00E-04
9309,PstI.TP940076,9,55493743,0.000204594,0.113451268,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.014672302,2.00E-04
9310,PstI.TP940968,7,61142166,2.11E-05,0.085710966,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.368725268,2.00E-05
9311,PstI.TP940968,7,61142166,2.02E-05,0.085710966,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.35255799,2.00E-05
9312,PstI.TP940968,7,61142166,2.67E-05,0.085710966,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.385168173,3.00E-05
9313,PstI.TP941024,11,6587,0.000180282,0.082750568,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.411343291,2.00E-04
9314,PstI.TP941024,11,6587,0.000296827,0.082750568,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.166788625,3.00E-04
9315,PstI.TP941024,11,6587,0.000322879,0.082750568,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.765477639,3.00E-04
9316,PstI.TP949560,1,12735786,9.28E-05,0.102183277,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,2.983919408,9.00E-05
9317,PstI.TP949560,1,12735786,0.00051411,0.102183277,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.066527633,5.00E-04
9323,PstI.TP960878,4,3301312,0.000961101,0.105891392,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.796174663,0.001
9324,PstI.TP963472,2,74365535,0.000989308,0.475183878,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.126546849,0.001
9326,PstI.TP969692,11,6730,0.000972619,0.152426492,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.22201272,0.001
9328,PstI.TP973471,4,5426016,0.000207306,0.341326273,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.001596198,2.00E-04
9330,PstI.TP976336,11,6774,3.33E-05,0.1407276,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.017661285,3.00E-05
9331,PstI.TP976336,11,6774,3.33E-05,0.1407276,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.026785314,3.00E-05
9332,PstI.TP976336,11,6774,6.57E-05,0.1407276,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.024264432,7.00E-05
9333,PstI.TP978122,4,14930204,0.000113356,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,1.263753152,1.00E-04
9334,PstI.TP978122,4,14930204,8.43E-05,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,1.391966272,8.00E-05
9335,PstI.TP978122,4,14930204,8.38E-05,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,1.337444843,8.00E-05
9336,PstI.TP978122,4,14930204,0.000167452,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,1.454002771,2.00E-04
9337,PstI.TP978122,4,14930204,0.000164792,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,1.433937797,2.00E-04
9338,PstI.TP978122,4,14930204,0.000192648,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.434340273,2.00E-04
9339,PstI.TP978122,4,14930204,0.000240606,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.515039197,2.00E-04
9340,PstI.TP978122,4,14930204,1.57E-05,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.075686521,2.00E-05
9341,PstI.TP978122,4,14930204,2.08E-05,0.139094331,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,1.256033351,2.00E-05
9342,PstI.TP97986,11,805,3.84E-05,0.217723774,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.043706722,4.00E-05
9343,PstI.TP97986,11,805,0.000901374,0.217723774,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.023575843,9.00E-04
9344,PstI.TP981594,6,47209307,0.000143969,0.076908382,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.022499822,1.00E-04
9345,PstI.TP981594,6,47209307,0.000167597,0.076908382,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.015693741,2.00E-04
9351,PstI.TP989477,2,124717,5.49E-05,0.092164154,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.661150409,5.00E-05
9352,PstI.TP989816,11,6875,1.31E-06,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,2.242349432,1.00E-06
9353,PstI.TP989816,11,6875,1.45E-05,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,2.602689551,1.00E-05
9354,PstI.TP989816,11,6875,1.47E-05,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,2.804578197,1.00E-05
9355,PstI.TP989816,11,6875,1.52E-05,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,2.855765796,2.00E-05
9356,PstI.TP989816,11,6875,2.87E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,3.038094561,3.00E-07
9357,PstI.TP989816,11,6875,4.83E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,3.033690806,5.00E-07
9358,PstI.TP989816,11,6875,2.23E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,2.186664143,2.00E-07
9359,PstI.TP989816,11,6875,5.47E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,2.919176197,5.00E-07
9360,PstI.TP989816,11,6875,7.90E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,2.18617853,8.00E-07
9361,PstI.TP989816,11,6875,6.83E-08,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,2.579590132,7.00E-08
9362,PstI.TP989816,11,6875,2.04E-06,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.871624465,2.00E-06
9363,PstI.TP989816,11,6875,1.01E-06,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,3.44419355,1.00E-06
9364,PstI.TP989816,11,6875,5.89E-05,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,3.082283122,6.00E-05
9365,PstI.TP989816,11,6875,1.47E-05,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_50,3.332243627,1.00E-05
9366,PstI.TP989816,11,6875,9.23E-06,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,2.047620468,9.00E-06
9367,PstI.TP989816,11,6875,1.28E-06,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,3.057158321,1.00E-06
9368,PstI.TP989816,11,6875,2.82E-07,0.318695454,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,3.31062742,3.00E-07
9370,PstI.TP990430,11,6878,4.92E-05,0.335629903,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,4.947631788,5.00E-05
9371,PstI.TP990430,11,6878,0.000247184,0.335629903,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.531986831,2.00E-04
9372,PstI.TP991542,11,6885,0.000560329,0.149579633,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.000167493,6.00E-04
9373,PstI.TP992016,10,54553654,9.19E-05,0.136798217,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.012647218,9.00E-05
9374,PstI.TP992016,10,54553654,0.000134917,0.136798217,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.011604895,1.00E-04
9375,PstI.TP992016,10,54553654,0.000139209,0.136798217,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.017653972,1.00E-04
9376,PstI.TP992224,6,57775119,8.52E-05,0.142651312,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.602030894,9.00E-05
9380,PstI.TP996140,11,6915,0.000195824,0.494515275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,6.257044607,2.00E-04
9381,PstI.TP996140,11,6915,6.79E-05,0.494515275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,7.023596871,7.00E-05
9384,PstI.TP99861,3,73138767,0.000572973,0.235849021,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.963131603,6.00E-04
9385,PstI.TP999900,4,61190544,6.05E-06,0.076518038,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,5.549397918,6.00E-06
9386,PstI.TP999900,4,61190544,1.48E-05,0.076518038,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,6.608074068,1.00E-05
9387,PstI.TP999900,4,61190544,0.000768507,0.076518038,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.521722014,8.00E-04
9388,PstI.TP999900,4,61190544,5.75E-05,0.076518038,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,6.699298971,6.00E-05
9389,NsiI.TP360999,1,10465743,2.97E-05,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FD_50,11.72958354,3.00E-05
9390,NsiI.TP360999,1,10465743,3.30E-05,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprind,11.69515777,3.00E-05
9391,NsiI.TP360999,1,10465743,1.30E-05,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprinW,10.99274737,1.00E-05
9392,NsiI.TP360999,1,10465743,8.43E-06,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FW_50,10.79849317,8.00E-06
9393,NsiI.TP360999,1,10465743,1.59E-05,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,GFW_50,10.93841829,2.00E-05
9394,NsiI.TP360999,1,10465743,6.95E-06,0.089622642,F106+4185,PS_Y,GAPIT,CMLM+SUPER,HD_50,11.97432651,7.00E-06
9395,NsiI.TP481176,1,7350098,1.74E-05,0.245283019,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FM_1,23.02465905,2.00E-05
9396,NsiI.TP57283,6,49505312,7.84E-05,0.132075472,F106+4185,PS_Y,GAPIT,CMLM+SUPER,GFW_50,10.55783413,8.00E-05
9397,PstI.TP1009631,1,4625223,2.31E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FD_50,13.39157811,2.00E-05
9398,PstI.TP1009631,1,4625223,2.38E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprind,13.40979866,2.00E-05
9399,PstI.TP1009631,1,4625223,1.47E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprinW,12.58589573,1.00E-05
9400,PstI.TP1009631,1,4625223,1.15E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FW_50,12.35226139,1.00E-05
9401,PstI.TP1009631,1,4625223,1.81E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,GFW_50,12.33273878,2.00E-05
9402,PstI.TP1009631,1,4625223,8.93E-06,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,HD_50,13.57828791,9.00E-06
9403,PstI.TP1009631,1,4625223,3.37E-05,0.070754717,F106+4185,PS_Y,GAPIT,CMLM+SUPER,HW_50,13.03589797,3.00E-05
9404,PstI.TP308053,1,8330660,3.38E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FD_50,9.907142725,3.00E-05
9405,PstI.TP308053,1,8330660,3.03E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprind,10.02102173,3.00E-05
9406,PstI.TP308053,1,8330660,1.76E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprinW,9.46182659,2.00E-05
9407,PstI.TP308053,1,8330660,3.28E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,FW_50,9.182005824,3.00E-05
9408,PstI.TP308053,1,8330660,3.47E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,GFW_50,9.294891462,3.00E-05
9409,PstI.TP308053,1,8330660,8.42E-06,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,HD_50,10.37503353,8.00E-06
9410,PstI.TP308053,1,8330660,3.54E-05,0.113207547,F106+4185,PS_Y,GAPIT,CMLM+SUPER,HW_50,10.03689028,4.00E-05
9411,PstI.TP8376,4,59384691,4.80E-05,0.198113208,F106+4185,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.052467258,5.00E-05
9412,PstI.TP8376,4,59384691,4.95E-05,0.198113208,F106+4185,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.024324985,5.00E-05
