"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"1512",2560,"PstI.TP1196894","Sobic.007G001500",7,124663,1,"PS_N(1)","F106+4185(1)","","","","","fprinW(1)","","FarmCPU(1)","","",0.2877,1.911,1,"Chr07",125881,130955,5075,"-",1218,-6292,37936882,"Sobic.007G001500","Sobic.007G001500.1","Sobic.007G001500.1.p","PF05450","PTHR31826","","","","GO:0016485,GO:0016021","AT3G44330.1","","","LOC_Os08g01180.1",NA,"nicalin, putative, expressed"
"1514",2562,"PstI.TP1198766","Sobic.006G272800",6,60436257,7,"PS_Y(7)","F116+36088im(7)","","HD_50(1);GHW_50(1)","GFW_1(1)","FW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(7)","","","",0.154,6.487,1,"Chr06",60435051,60440107,5057,"+",-1206,-3850,37948703,"Sobic.006G272800","Sobic.006G272800.1","Sobic.006G272800.1.p","PF00168,PF08372","PTHR10024,PTHR10024:SF225","KOG1028","","","GO:0005515","AT4G11610.1","","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein","LOC_Os04g58720.1",NA,"anthranilate phosphoribosyltransferase, putative, expressed"
"1515",2563,"PstI.TP1198766","Sobic.006G272900",6,60436257,7,"PS_Y(7)","F116+36088im(7)","","HD_50(1);GHW_50(1)","GFW_1(1)","FW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(7)","","","",0.154,6.487,2,"Chr06",60440455,60442385,1931,"+",4198,-6128,37947451,"Sobic.006G272900","Sobic.006G272900.2","Sobic.006G272900.2.p","PF00578","PTHR11592,PTHR11592:SF37","KOG1651","","K00432","GO:0055114,GO:0016491,GO:0016209,GO:0006979,GO:0004602","AT4G11600.1","ATGPX6,GPX6,LSC803,PHGPX","glutathione peroxidase 6","LOC_Os04g46960.2",NA,"glutathione peroxidase domain containing protein, expressed"
"1517",2565,"PstI.TP1204396","Sobic.001G166401",1,13845263,1,"PS_N(1)","F116+36088im(1)","","","FW_1(1)","","","","FarmCPU(1)","","",0.07388,3.044,1,"Chr01",13838450,13840200,1751,"+",-6813,5063,37937822,"Sobic.001G166401","Sobic.001G166401.1","Sobic.001G166401.1.p","PF14226,PF03171","PTHR10209,PTHR10209:SF98","KOG0143","","","GO:0055114,GO:0016491","AT3G19000.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os03g42130.1",NA,"gibberellin 20 oxidase 2, putative, expressed"
"1518",2566,"PstI.TP1204396","Sobic.001G166500",1,13845263,1,"PS_N(1)","F116+36088im(1)","","","FW_1(1)","","","","FarmCPU(1)","","",0.07388,3.044,1,"Chr01",13841944,13843504,1561,"+",-3319,1759,37938955,"Sobic.001G166500","Sobic.001G166500.1","Sobic.001G166500.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF98","KOG0143","1.14.11.9","","GO:0055114,GO:0016491","AT3G19010.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os03g42130.1",NA,"gibberellin 20 oxidase 2, putative, expressed"
"1519",2567,"PstI.TP1204396","Sobic.001G166600",1,13845263,1,"PS_N(1)","F116+36088im(1)","","","FW_1(1)","","","","FarmCPU(1)","","",0.07388,3.044,1,"Chr01",13844284,13851809,7526,"+",-979,-6546,37937546,"Sobic.001G166600","Sobic.001G166600.1","Sobic.001G166600.1.p","PF02774,PF01118","PTHR32338,PTHR32338:SF8","KOG4354","1.2.1.38","K00145","GO:0055114,GO:0046983,GO:0016620,GO:0008652,GO:0005737,GO:0003942,GO:0051287","AT2G19940.2","","oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding","LOC_Os03g42110.1",NA,"semialdehyde dehydrogenase, NAD binding domain containing protein, putative, expressed"
"1520",2568,"PstI.TP1204396","Sobic.001G166700",1,13845263,1,"PS_N(1)","F116+36088im(1)","","","FW_1(1)","","","","FarmCPU(1)","","",0.07388,3.044,1,"Chr01",13855125,13857226,2102,"+",9862,-11963,37943695,"Sobic.001G166700","Sobic.001G166700.1","Sobic.001G166700.1.p","PF00010","PTHR16223,PTHR16223:SF47","","","","GO:0046983","AT2G14760.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g42100.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"1521",2570,"PstI.TP1215799","Sobic.002G196350",2,58552434,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.1621,5.567,2,"Chr02",58541128,58545943,4816,"-",-11306,6491,37951318,"Sobic.002G196350","Sobic.002G196350.2","Sobic.002G196350.2.p","PF00789","PTHR23153,PTHR23153:SF39","","","K14011","GO:0005515","AT2G01650.1","PUX2","plant UBX domain-containing protein 2","LOC_Os09g23690.1",NA,"UBX domain containing protein, expressed"
"1522",2572,"PstI.TP1215799","Sobic.002G196500",2,58552434,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.1621,5.567,1,"Chr02",58552079,58553596,1518,"-",-355,-1162,37954265,"Sobic.002G196500","Sobic.002G196500.1","Sobic.002G196500.1.p","PF00538","PTHR11467,PTHR11467:SF29","","","","GO:0006334,GO:0005634,GO:0003677,GO:0000786","AT1G14900.1","HMGA","high mobility group A","LOC_Os09g23730.1",NA,"HMG-Y-related protein A, putative, expressed"
"1523",2573,"PstI.TP1215799","Sobic.002G196600",2,58552434,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.1621,5.567,1,"Chr02",58556339,58564147,7809,"-",3905,-11713,37955149,"Sobic.002G196600","Sobic.002G196600.1","Sobic.002G196600.1.p","PF00118,PF01504","PTHR11353,PTHR11353:SF86","","2.7.1.150","K00921","GO:0005524,GO:0046488,GO:0016307","AT1G71010.1","FAB1C","FORMS APLOID AND BINUCLEATE CELLS 1C","LOC_Os09g23740.1",NA,"1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding protein, putative, expressed"
"1524",2574,"PstI.TP1217016","Sobic.003G125900",3,11532831,3,"PS_Y(3)","F116+36088im(3)","","","","FW_50(1);GFW_50(1)","fprinW(1)","MLM+SUPER(3)","","","",0.3682,2.46,1,"Chr03",11532396,11546534,14139,"+",-435,-13703,37916499,"Sobic.003G125900","Sobic.003G125900.1","Sobic.003G125900.1.p","PF01751,PF02518,PF00986,PF00204","PTHR10169,PTHR10169:SF35","","5.99.1.3","K02470","GO:0006265,GO:0005524,GO:0003918,GO:0003677","AT5G04130.1","GYRB2","DNA GYRASE B2","LOC_Os01g16290.1",NA,"DNA gyrase subunit B, chloroplast/mitochondrial precursor, putative, expressed"
"1526",2576,"PstI.TP1218945","Sobic.008G149800",8,58295318,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1);FM_1(1)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.4541,0.347,1,"Chr08",58286162,58295737,9576,"-",-9156,-419,37927572,"Sobic.008G149800","Sobic.008G149800.1","Sobic.008G149800.1.p","PF08214","PTHR13808,PTHR13808:SF7","KOG1778","2.3.1.48","K04498","GO:0016573,GO:0006355,GO:0004402","AT1G79000.1","ATHAC1,ATHPCAT2,HAC1,PCAT2","histone acetyltransferase of the CBP family 1","LOC_Os01g14370.1",NA,"histone acetyltransferase HAC5, putative, expressed"
"1527",2578,"PstI.TP1218945","Sobic.008G150000",8,58295318,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1);FM_1(1)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.4541,0.347,1,"Chr08",58297585,58302971,5387,"-",2267,-7653,37928373,"Sobic.008G150000","Sobic.008G150000.1","Sobic.008G150000.1.p","PF00503","PTHR10218,PTHR10218:SF222","KOG0082","","","GO:0031683,GO:0019001,GO:0007186,GO:0004871,GO:0003924","AT2G23460.1","ATXLG1,XLG1","extra-large G-protein 1","LOC_Os12g40190.1",NA,"G-protein alpha subunit, putative, expressed"
"1528",2579,"PstI.TP1221436","Sobic.009G069700",9,8117840,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4173,3.185,1,"Chr09",8116084,8118438,2355,"+",-1756,-598,37922222,"Sobic.009G069700","Sobic.009G069700.1","Sobic.009G069700.1.p","PF02309","PTHR31734,PTHR31734:SF33","","","K14484","GO:0006355,GO:0005634","AT3G16500.1","IAA26,PAP1","phytochrome-associated protein 1","LOC_Os05g09480.1",NA,"OsIAA16 - Auxin-responsive Aux/IAA gene family member, expressed"
"1529",2580,"PstI.TP1221436","Sobic.009G069800",9,8117840,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4173,3.185,1,"Chr09",8119732,8123399,3668,"-",1892,-5559,37921124,"Sobic.009G069800","Sobic.009G069800.1","Sobic.009G069800.1.p","PF00349,PF03727","PTHR19443,PTHR19443:SF20","","2.7.1.1","K00844","GO:0016773,GO:0005975,GO:0005524,GO:0046835,GO:0005536,GO:0004396,GO:0001678","AT4G29130.1","ATHXK1,GIN2,HXK1","hexokinase 1","LOC_Os05g09500.1",NA,"hexokinase, putative, expressed"
"1531",2582,"PstI.TP122566","Sobic.003G052100",3,4692206,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2638,1.281,2,"Chr03",4689858,4694726,4869,"-",-2348,-2520,37914027,"Sobic.003G052100","Sobic.003G052100.2","Sobic.003G052100.2.p","PF08263,PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF2","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G56040.2","","Leucine-rich receptor-like protein kinase family protein","LOC_Os01g07560.1",NA,"receptor-like protein kinase 2 precursor, putative, expressed"
"1532",2583,"PstI.TP122566","Sobic.003G052200",3,4692206,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2638,1.281,2,"Chr03",4700818,4708377,7560,"-",8612,-16171,37914056,"Sobic.003G052200","Sobic.003G052200.2","Sobic.003G052200.2.p","PF01585","PTHR13948,PTHR13948:SF19","KOG0154","","","GO:0003676","AT4G34140.2","","D111/G-patch domain-containing protein","LOC_Os01g07540.1",NA,"G-patch domain containing protein, expressed"
"1537",2595,"PstI.TP1226186","Sobic.003G085000",3,7342289,12,"PS_N(8)PS_Y(4)","F96+4814(11);F106+4185(1)","HD_1(1)","GHW_50(1);HW_50(2)","FW_1(1);GFW_1(1)","FD_50(2)","fprind(2);fprinGW(1);fprinM(1)","","","","ISIS EM-BLASSO(4);pLARmEB(8)",0.2969,7.48,1,"Chr03",7336845,7340501,3657,"-",-5444,1788,37915230,"Sobic.003G085000","Sobic.003G085000.1","Sobic.003G085000.1.p","PF01458","PTHR30508,PTHR30508:SF3","","","K09015","GO:0016226","AT1G32500.1","ATNAP6,NAP6","non-intrinsic ABC protein 6","LOC_Os01g03650.1",NA,"sufB/sufD domain containing protein, putative, expressed"
"1538",2598,"PstI.TP1231136","Sobic.003G200501",3,52841481,19,"PS_N(1)PS_Y(18)","F116+36088im(18);F116+3098(1)","HD_1(1);HW_1(1);GHW_1(2)","GHW_50(1)","GFW_1(2)","FD_50(1);FW_50(3);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(9)MLM+SUPER(9)","","","pLARmEB(1)",0.2409,3.721,1,"Chr03",52835299,52836170,872,"-",-6182,5311,37915275,"Sobic.003G200501","Sobic.003G200501.1","Sobic.003G200501.1.p","PF00125","PTHR23428","KOG1744","","K11252","GO:0003677,GO:0000786","AT3G45980.1","H2B,HTB9","Histone superfamily protein","LOC_Os08g38300.1",NA,"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
"1540",2600,"PstI.TP1231136","Sobic.003G200700",3,52841481,19,"PS_N(1)PS_Y(18)","F116+36088im(18);F116+3098(1)","HD_1(1);HW_1(1);GHW_1(2)","GHW_50(1)","GFW_1(2)","FD_50(1);FW_50(3);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(9)MLM+SUPER(9)","","","pLARmEB(1)",0.2409,3.721,1,"Chr03",52845063,52846563,1501,"-",3582,-5082,37913638,"Sobic.003G200700","Sobic.003G200700.1","Sobic.003G200700.1.p","PF03106","PTHR31429,PTHR31429:SF1","","","","GO:0043565,GO:0006355,GO:0003700","AT1G68150.1","ATWRKY9,WRKY9","WRKY DNA-binding protein 9","LOC_Os01g40430.1",NA,"WRKY27, expressed"
"1542",2603,"PstI.TP1231486","Sobic.002G383100",2,73904492,28,"PS_N(28)","F116+3098(28)","HD_1(2);HW_1(1);GHW_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);GFW_1(2);FM_1(1)","FD_50(3);FW_50(3);GFW_50(2);FM_50(1)","fprinW(2);fprind(3);fprinGW(2)","","FarmCPU(12)","","ISIS EM-BLASSO(4);pLARmEB(12)",0.2586,12.92,1,"Chr02",73889762,73894897,5136,"-",-14730,9595,37951203,"Sobic.002G383100","Sobic.002G383100.1","Sobic.002G383100.1.p","PF08263,PF00560,PF00069","PTHR27000,PTHR27000:SF179","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G10020.1","","Leucine-rich receptor-like protein kinase family protein","LOC_Os07g43350.1",NA,"expressed protein"
"1543",2604,"PstI.TP1231486","Sobic.002G383300",2,73904492,28,"PS_N(28)","F116+3098(28)","HD_1(2);HW_1(1);GHW_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);GFW_1(2);FM_1(1)","FD_50(3);FW_50(3);GFW_50(2);FM_50(1)","fprinW(2);fprind(3);fprinGW(2)","","FarmCPU(12)","","ISIS EM-BLASSO(4);pLARmEB(12)",0.2586,12.92,2,"Chr02",73897805,73905115,7311,"-",-6687,-623,37955400,"Sobic.002G383300","Sobic.002G383300.2","Sobic.002G383300.2.p","PF11717,PF01853","PTHR10615,PTHR10615:SF103","KOG2747","2.3.1.48","K11308","GO:0016747,GO:0006355","AT5G64610.1","HAM1","histone acetyltransferase of the MYST family 1","LOC_Os07g43360.1",NA,"MYST-like histone acetyltransferase 1, putative, expressed"
"1545",2608,"PstI.TP1234008","Sobic.007G043200",7,4337276,3,"PS_Y(3)","F116+36088im(3)","HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2489,1.212,1,"Chr07",4324570,4328510,3941,"+",-12706,8766,37934502,"Sobic.007G043200","Sobic.007G043200.1","Sobic.007G043200.1.p","PF13578","PTHR10509,PTHR10509:SF27","KOG1663","2.1.1.104","","GO:0008171","AT3G62000.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os08g05790.1",NA,"caffeoyl-CoA O-methyltransferase, putative, expressed"
"1546",2609,"PstI.TP1234008","Sobic.007G043500",7,4337276,3,"PS_Y(3)","F116+36088im(3)","HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2489,1.212,1,"Chr07",4345807,4352177,6371,"+",8531,-14901,37936744,"Sobic.007G043500","Sobic.007G043500.1","Sobic.007G043500.1.p","PF14370,PF02919,PF01028","PTHR10290,PTHR10290:SF3","","5.99.1.2","K03163","GO:0006265,GO:0005694,GO:0003917,GO:0003677,GO:0003918","AT5G55300.1","MGO1,TOP1,TOP1ALPHA","DNA topoisomerase I alpha","LOC_Os08g05840.1",NA,"DNA topoisomerase 1, putative, expressed"
"1547",2611,"PstI.TP1234008","Sobic.007G043300",7,4337276,3,"PS_Y(3)","F116+36088im(3)","HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2489,1.212,2,"Chr07",4329011,4332876,3866,"-",-8265,4400,37936203,"Sobic.007G043300","Sobic.007G043300.2","Sobic.007G043300.2.p","PF07732,PF07731,PF00394","PTHR11709,PTHR11709:SF115","","1.10.3.3","","GO:0005507,GO:0055114,GO:0016491","AT4G12420.1","SKU5","Cupredoxin superfamily protein","LOC_Os08g05820.1",NA,"monocopper oxidase, putative, expressed"
"1548",2615,"PstI.TP1234008","Sobic.007G043400",7,4337276,3,"PS_Y(3)","F116+36088im(3)","HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2489,1.212,1,"Chr07",4337239,4342630,5392,"-",-37,-5354,37935432,"Sobic.007G043400","Sobic.007G043400.1","Sobic.007G043400.1.p","PF00923","PTHR10683,PTHR10683:SF10","KOG2772","2.2.1.2","K00616","GO:0005975","AT1G12230.1","","Aldolase superfamily protein","LOC_Os08g05830.1",NA,"transaldolase, putative, expressed"
"1554",2622,"PstI.TP1235909","Sobic.004G303700",4,64295006,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1486,0.5738,1,"Chr04",64293408,64295083,1676,"+",-1598,-77,37930179,"Sobic.004G303700","Sobic.004G303700.1","Sobic.004G303700.1.p","PF00412","PTHR24206,PTHR24206:SF22","KOG1700","","K09377","GO:0008270","AT3G61230.1","","GATA type zinc finger transcription factor family protein","LOC_Os02g42820.1",NA,"OsPLIM2a - LIM domain protein, putative actin-binding protein and transcription factor, expressed"
"1556",2624,"PstI.TP1235909","Sobic.004G303800",4,64295006,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1486,0.5738,1,"Chr04",64295772,64297291,1520,"-",766,-2285,37932172,"Sobic.004G303800","Sobic.004G303800.1","Sobic.004G303800.1.p","PF00106","PTHR24322,PTHR24322:SF453","KOG1208","1.1.1.208","K15095","GO:0016491,GO:0008152","AT1G01800.1","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os02g42810.1",NA,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed"
"1560",2636,"PstI.TP1236277","Sobic.003G233500",3,57259501,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(2)","GHW_50(2)","","FW_50(1)","fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(5)","","","",0.3405,3.997,1,"Chr03",57246056,57249664,3609,"+",-13445,9837,37917295,"Sobic.003G233500","Sobic.003G233500.1","Sobic.003G233500.1.p","PF05191,PF00406","PTHR23359,PTHR23359:SF99","KOG3078","2.7.4.3","K00939","GO:0004017,GO:0019205,GO:0006139,GO:0005524","AT5G63400.1","ADK1","adenylate kinase 1","LOC_Os11g20790.1",NA,"adenylate kinase, putative, expressed"
"1562",2638,"PstI.TP1236277","Sobic.003G233600",3,57259501,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(2)","GHW_50(2)","","FW_50(1)","fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(5)","","","",0.3405,3.997,1,"Chr03",57250053,57254620,4568,"-",-9448,4881,37915937,"Sobic.003G233600","Sobic.003G233600.1","Sobic.003G233600.1.p","PF02127","PTHR28570,PTHR28570:SF1","","3.4.11.21","K01267","GO:0008270,GO:0006508,GO:0004177","AT5G60160.1","","Zn-dependent exopeptidases superfamily protein","LOC_Os12g13390.1",NA,"aspartyl aminopeptidase, putative, expressed"
"1563",2639,"PstI.TP1236277","Sobic.003G233800",3,57259501,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(2)","GHW_50(2)","","FW_50(1)","fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(5)","","","",0.3405,3.997,1,"Chr03",57265830,57269845,4016,"-",6329,-10344,37915759,"Sobic.003G233800","Sobic.003G233800.1","Sobic.003G233800.1.p","PF07714","PTHR27001,PTHR27001:SF36","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT1G23540.1","AtPERK12,IGI1","Protein kinase superfamily protein","LOC_Os03g37120.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"1565",2642,"PstI.TP1236551","Sobic.008G040800",8,3930412,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.3617,1.34,2,"Chr08",3920915,3922825,1911,"-",-9497,7587,37928827,"Sobic.008G040800","Sobic.008G040800.2","Sobic.008G040800.2.p","PF12937","PTHR33736,PTHR33736:SF2","","","","GO:0005515","AT2G36090.1","","F-box family protein","LOC_Os11g05660.1",NA,"OsFBX396 - F-box domain containing protein, expressed"
"1566",2643,"PstI.TP1237556","Sobic.003G375800",3,69042473,2,"PS_Y(2)","F116+36088im(2)","","","","FD_50(1)","fprind(1)","MLM+SUPER(2)","","","",0.1429,0.8612,1,"Chr03",69041682,69047570,5889,"+",-791,-5097,37914697,"Sobic.003G375800","Sobic.003G375800.1","Sobic.003G375800.1.p","PF08263,PF13855,PF00069","PTHR27000,PTHR27000:SF97","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT1G72180.1","","Leucine-rich receptor-like protein kinase family protein","LOC_Os01g65650.1",NA,"receptor-like protein kinase HAIKU2 precursor, putative, expressed"
"1568",2645,"PstI.TP1238644","Sobic.006G263900",6,59852352,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.05329,7.25,1,"Chr06",59842896,59844708,1813,"+",-9456,7644,37948507,"Sobic.006G263900","Sobic.006G263900.1","Sobic.006G263900.1.p","PF05019","PTHR12922,PTHR12922:SF7","KOG3244","","K18586","GO:0006744","AT2G03690.1","","coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein","LOC_Os04g57790.1",NA,"ubiquinone biosynthesis protein COQ4, putative, expressed"
"1569",2646,"PstI.TP1238644","Sobic.006G264000",6,59852352,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.05329,7.25,1,"Chr06",59845254,59852314,7061,"-",-7098,38,37946399,"Sobic.006G264000","Sobic.006G264000.1","Sobic.006G264000.1.p","PF00637","PTHR12616","","","","GO:0016192,GO:0006886","AT1G08190.1","ATVAM2,ATVPS41,VAM2,VPS41,ZIP2","vacuolar protein sorting 41","LOC_Os04g11880.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"1572",2653,"PstI.TP1239894","Sobic.002G225100",2,61692152,4,"PS_Y(4)","F116+36088im(4)","","GHW_50(1)","","FM_50(1)","fprind(1);fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(1)","","","",0.159,0.07436,1,"Chr02",61692847,61698582,5736,"+",695,-6430,37950351,"Sobic.002G225100","Sobic.002G225100.1","Sobic.002G225100.1.p","PF00170","PTHR22952,PTHR22952:SF190","","","K14432","GO:0043565,GO:0006355,GO:0003700","AT3G19290.1","ABF4,AREB2","ABRE binding factor 4","LOC_Os09g28310.1",NA,"bZIP transcription factor, putative, expressed"
"1573",2656,"PstI.TP1241952","Sobic.001G422300",1,70307543,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1)","GFW_50(1)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.174,3.959,1,"Chr01",70308577,70311856,3280,"+",1034,-4313,37941656,"Sobic.001G422300","Sobic.001G422300.1","Sobic.001G422300.1.p","PF00394,PF07732,PF07731","PTHR11709,PTHR11709:SF25","","1.10.3.2","K05909","GO:0055114,GO:0016491,GO:0005507","AT5G60020.1","ATLAC17,LAC17","laccase 17","LOC_Os03g16610.1",NA,"laccase precursor protein, putative, expressed"
"1576",2660,"PstI.TP1248141","Sobic.001G295200",1,57379416,10,"PS_N(2)PS_Y(8)","F116+36088im(10)","GHW_1(2);HM_1(1)","","FW_1(1);GFW_1(1)","FW_50(1);GFW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(7)","","FASTmrMLM(2)","",0.1509,5.543,1,"Chr01",57374959,57377129,2171,"+",-4457,2287,37941992,"Sobic.001G295200","Sobic.001G295200.1","Sobic.001G295200.1.p","PF00334","PTHR11349","KOG0888","2.7.4.6","K00940","GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0004550","AT4G09320.1","NDPK1","Nucleoside diphosphate kinase family protein","LOC_Os10g41410.2",NA,"nucleoside diphosphate kinase, putative, expressed"
"1577",2661,"PstI.TP1248141","Sobic.001G295300",1,57379416,10,"PS_N(2)PS_Y(8)","F116+36088im(10)","GHW_1(2);HM_1(1)","","FW_1(1);GFW_1(1)","FW_50(1);GFW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(7)","","FASTmrMLM(2)","",0.1509,5.543,1,"Chr01",57378431,57380752,2322,"-",-985,-1336,37938566,"Sobic.001G295300","Sobic.001G295300.1","Sobic.001G295300.1.p","PF01625","PTHR10173,PTHR10173:SF23","KOG1635","1.8.4.11","K07304","GO:0055114,GO:0008113,GO:0030091,GO:0016671,GO:0006979","AT4G25130.1","PMSR4","peptide met sulfoxide reductase 4","LOC_Os10g41400.1",NA,"peptide methionine sulfoxide reductase, putative, expressed"
"1578",2662,"PstI.TP1248141","Sobic.001G295400",1,57379416,10,"PS_N(2)PS_Y(8)","F116+36088im(10)","GHW_1(2);HM_1(1)","","FW_1(1);GFW_1(1)","FW_50(1);GFW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(7)","","FASTmrMLM(2)","",0.1509,5.543,2,"Chr01",57382297,57386816,4520,"-",2881,-7400,37940048,"Sobic.001G295400","Sobic.001G295400.2","Sobic.001G295400.2.p","PF00069","PTHR11909,PTHR11909:SF7","KOG1167","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT4G16970.1","","Protein kinase superfamily protein","LOC_Os10g41390.1",NA,"protein kinase domain containing protein, expressed"
