,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
2592,PstI.TP1226186,Sobic.003G085100.1,Chr03,7340557,7343742,3186,+,-1732,-1453
2593,PstI.TP1226186,Sobic.003G085200.1,Chr03,7347834,7348661,828,+,5545,-6372
2594,PstI.TP1226186,Sobic.003G085300.1,Chr03,7351049,7351884,836,+,8760,-9595
2595,PstI.TP1226186,Sobic.003G085000.1,Chr03,7336845,7340501,3657,-,-5444,1788
2598,PstI.TP1231136,Sobic.003G200501.1,Chr03,52835299,52836170,872,-,-6182,5311
2599,PstI.TP1231136,Sobic.003G200600.1,Chr03,52839729,52842642,2914,-,-1752,-1161
2600,PstI.TP1231136,Sobic.003G200700.1,Chr03,52845063,52846563,1501,-,3582,-5082
2602,PstI.TP1231486,Sobic.002G383500.1,Chr02,73908960,73910625,1666,+,4468,-6133
2603,PstI.TP1231486,Sobic.002G383100.1,Chr02,73889762,73894897,5136,-,-14730,9595
2604,PstI.TP1231486,Sobic.002G383300.2,Chr02,73897805,73905115,7311,-,-6687,-623
2605,PstI.TP1231486,Sobic.002G383300.3,Chr02,73897805,73905115,7311,-,-6687,-623
2606,PstI.TP1231486,Sobic.002G383300.1,Chr02,73900182,73905115,4934,-,-4310,-623
2607,PstI.TP1231486,Sobic.002G383400.1,Chr02,73905734,73907713,1980,-,1242,-3221
2608,PstI.TP1234008,Sobic.007G043200.1,Chr07,4324570,4328510,3941,+,-12706,8766
2609,PstI.TP1234008,Sobic.007G043500.1,Chr07,4345807,4352177,6371,+,8531,-14901
2610,PstI.TP1234008,Sobic.007G043500.2,Chr07,4346429,4352177,5749,+,9153,-14901
2611,PstI.TP1234008,Sobic.007G043300.2,Chr07,4329011,4332876,3866,-,-8265,4400
2612,PstI.TP1234008,Sobic.007G043300.4,Chr07,4329011,4332876,3866,-,-8265,4400
2613,PstI.TP1234008,Sobic.007G043300.3,Chr07,4329011,4333771,4761,-,-8265,3505
2614,PstI.TP1234008,Sobic.007G043300.5,Chr07,4329011,4333771,4761,-,-8265,3505
2615,PstI.TP1234008,Sobic.007G043400.1,Chr07,4337239,4342630,5392,-,-37,-5354
2616,PstI.TP1234552,Sobic.010G267400.1,Chr10,60217781,60223250,5470,-,-13576,8107
2617,PstI.TP1234552,Sobic.010G267500.1,Chr10,60224593,60228876,4284,-,-6764,2481
2618,PstI.TP1234552,Sobic.010G267450.1,Chr10,60226153,60226977,825,-,-5204,4380
2619,PstI.TP1234552,Sobic.010G267600.1,Chr10,60231072,60234505,3434,-,-285,-3148
2620,PstI.TP1234552,Sobic.010G267650.1,Chr10,60234714,60238848,4135,-,3357,-7491
2622,PstI.TP1235909,Sobic.004G303700.1,Chr04,64293408,64295083,1676,+,-1598,-77
2623,PstI.TP1235909,Sobic.004G303900.1,Chr04,64302526,64303539,1014,+,7520,-8533
2624,PstI.TP1235909,Sobic.004G303800.1,Chr04,64295772,64297291,1520,-,766,-2285
2625,PstI.TP1235909,Sobic.004G304000.1,Chr04,64303666,64306376,2711,-,8660,-11370
2626,PstI.TP1235909,Sobic.004G304000.3,Chr04,64303666,64306376,2711,-,8660,-11370
2627,PstI.TP1235985,Sobic.001G335900.1,Chr01,62443739,62453497,9759,+,55,-9813
2628,PstI.TP1235985,Sobic.001G335800.1,Chr01,62429238,62434197,4960,-,-14446,9487
2629,PstI.TP1235985,Sobic.001G335800.2,Chr01,62429238,62434197,4960,-,-14446,9487
2630,PstI.TP1235985,Sobic.001G335800.3,Chr01,62429238,62434197,4960,-,-14446,9487
2631,PstI.TP1235985,Sobic.001G335800.4,Chr01,62429238,62434197,4960,-,-14446,9487
2632,PstI.TP1235985,Sobic.001G335800.5,Chr01,62429238,62434197,4960,-,-14446,9487
2633,PstI.TP1235985,Sobic.001G335800.6,Chr01,62429238,62434197,4960,-,-14446,9487
2634,PstI.TP1235985,Sobic.001G335800.7,Chr01,62429238,62434197,4960,-,-14446,9487
2635,PstI.TP1235985,Sobic.001G335800.8,Chr01,62429238,62434197,4960,-,-14446,9487
2636,PstI.TP1236277,Sobic.003G233500.1,Chr03,57246056,57249664,3609,+,-13445,9837
2637,PstI.TP1236277,Sobic.003G233700.1,Chr03,57257249,57263009,5761,+,-2252,-3508
2638,PstI.TP1236277,Sobic.003G233600.1,Chr03,57250053,57254620,4568,-,-9448,4881
2639,PstI.TP1236277,Sobic.003G233800.1,Chr03,57265830,57269845,4016,-,6329,-10344
2640,PstI.TP1236551,Sobic.008G040700.1,Chr08,3916479,3920763,4285,+,-13933,9649
2641,PstI.TP1236551,Sobic.008G040700.2,Chr08,3916479,3920763,4285,+,-13933,9649
2642,PstI.TP1236551,Sobic.008G040800.2,Chr08,3920915,3922825,1911,-,-9497,7587
2643,PstI.TP1237556,Sobic.003G375800.1,Chr03,69041682,69047570,5889,+,-791,-5097
2644,PstI.TP1237556,Sobic.003G375900.1,Chr03,69047106,69049331,2226,-,4633,-6858
2645,PstI.TP1238644,Sobic.006G263900.1,Chr06,59842896,59844708,1813,+,-9456,7644
2646,PstI.TP1238644,Sobic.006G264000.1,Chr06,59845254,59852314,7061,-,-7098,38
2647,PstI.TP1238644,Sobic.006G264000.2,Chr06,59845254,59852314,7061,-,-7098,38
2648,PstI.TP1238644,Sobic.006G264100.2,Chr06,59853728,59858244,4517,-,1376,-5892
2649,PstI.TP1238644,Sobic.006G264100.1,Chr06,59853728,59858783,5056,-,1376,-6431
2652,PstI.TP1239894,Sobic.002G225000.1,Chr02,61686449,61692846,6398,+,-5703,-694
2653,PstI.TP1239894,Sobic.002G225100.1,Chr02,61692847,61698582,5736,+,695,-6430
2656,PstI.TP1241952,Sobic.001G422300.1,Chr01,70308577,70311856,3280,+,1034,-4313
2657,PstI.TP1243155,Sobic.004G347000.2,Chr04,67646542,67646913,372,+,-3910,3539
2659,PstI.TP1248141,Sobic.001G295100.1,Chr01,57371947,57374429,2483,+,-7469,4987
2660,PstI.TP1248141,Sobic.001G295200.1,Chr01,57374959,57377129,2171,+,-4457,2287
2661,PstI.TP1248141,Sobic.001G295300.1,Chr01,57378431,57380752,2322,-,-985,-1336
2662,PstI.TP1248141,Sobic.001G295400.2,Chr01,57382297,57386816,4520,-,2881,-7400
2663,PstI.TP1248141,Sobic.001G295400.1,Chr01,57382297,57387970,5674,-,2881,-8554
2664,PstI.TP1248141,Sobic.001G295500.1,Chr01,57388606,57393094,4489,-,9190,-13678
2665,PstI.TP1250993,Sobic.004G007500.1,Chr04,665105,667038,1934,+,-1296,-637
2666,PstI.TP1250993,Sobic.004G007400.4,Chr04,659396,662379,2984,-,-7005,4022
2667,PstI.TP1250993,Sobic.004G007400.6,Chr04,659396,662379,2984,-,-7005,4022
2668,PstI.TP1250993,Sobic.004G007400.7,Chr04,659396,662379,2984,-,-7005,4022
2669,PstI.TP1250993,Sobic.004G007400.3,Chr04,659397,662378,2982,-,-7004,4023
2670,PstI.TP1250993,Sobic.004G007400.5,Chr04,659397,662378,2982,-,-7004,4023
2671,PstI.TP1250993,Sobic.004G007550.1,Chr04,673132,673735,604,-,6731,-7334
2672,PstI.TP1251787,Sobic.008G008300.1,Chr08,636520,638667,2148,+,-3770,1623
2673,PstI.TP1251787,Sobic.008G008200.2,Chr08,630179,632455,2277,-,-10111,7835
2674,PstI.TP125419,Sobic.010G171800.1,Chr10,50424294,50428647,4354,+,-30,-4323
2675,PstI.TP125419,Sobic.010G171800.2,Chr10,50426830,50428647,1818,+,2506,-4323
2676,PstI.TP1254872,Sobic.007G137600.1,Chr07,56567941,56570679,2739,+,-5123,2385
2677,PstI.TP1254872,Sobic.007G137750.1,Chr07,56573347,56575999,2653,+,283,-2935
2678,PstI.TP1254872,Sobic.007G137750.2,Chr07,56573347,56575999,2653,+,283,-2935
2679,PstI.TP1254872,Sobic.007G137700.1,Chr07,56571473,56573346,1874,-,-1591,-282
2680,PstI.TP1254872,Sobic.007G137800.3,Chr07,56574985,56580388,5404,-,1921,-7324
2681,PstI.TP1254872,Sobic.007G137800.6,Chr07,56574985,56580388,5404,-,1921,-7324
2682,PstI.TP1254872,Sobic.007G137800.5,Chr07,56575046,56580388,5343,-,1982,-7324
2683,PstI.TP1254872,Sobic.007G137800.7,Chr07,56575266,56580388,5123,-,2202,-7324
2684,PstI.TP1254872,Sobic.007G137800.8,Chr07,56575266,56580388,5123,-,2202,-7324
2685,PstI.TP1254872,Sobic.007G137800.4,Chr07,56576467,56580388,3922,-,3403,-7324
2687,PstI.TP1256552,Sobic.010G161525.1,Chr10,47766267,47776242,9976,+,-1764,-8211
2689,PstI.TP1257104,Sobic.003G031700.2,Chr03,2914395,2921309,6915,+,-2089,-4825
2690,PstI.TP1257104,Sobic.003G031700.1,Chr03,2914465,2921309,6845,+,-2019,-4825
2691,PstI.TP1257104,Sobic.003G031750.1,Chr03,2923619,2924591,973,-,7135,-8107
2692,PstI.TP1264009,Sobic.003G029200.1,Chr03,2570016,2571927,1912,-,-8465,6554
2693,PstI.TP1264009,Sobic.003G029300.1,Chr03,2573709,2575075,1367,-,-4772,3406
2694,PstI.TP1264009,Sobic.003G029350.1,Chr03,2584978,2585649,672,-,6497,-7168
2695,PstI.TP1264238,Sobic.010G067900.1,Chr10,5448629,5455281,6653,+,-3028,-3624
2696,PstI.TP1264238,Sobic.010G067950.1,Chr10,5455282,5457607,2326,+,3625,-5950
2697,PstI.TP1264238,Sobic.010G067800.1,Chr10,5439997,5443807,3811,-,-11660,7850
2698,PstI.TP1264238,Sobic.010G068001.1,Chr10,5457949,5459271,1323,-,6292,-7614
2700,PstI.TP1268585,Sobic.001G040100.1,Chr01,2981544,2987118,5575,+,-6839,1265
2701,PstI.TP1268585,Sobic.001G040000.2,Chr01,2977629,2979955,2327,-,-10754,8428
2702,PstI.TP1268585,Sobic.001G040200.1,Chr01,2987435,2989263,1829,-,-948,-880
2704,PstI.TP12746,Sobic.006G109200.1,Chr06,47834376,47837542,3167,+,-6133,2967
2705,PstI.TP12746,Sobic.006G109300.1,Chr06,47840078,47842188,2111,-,-431,-1679
2706,PstI.TP12746,Sobic.006G109400.1,Chr06,47845601,47849925,4325,-,5092,-9416
2707,PstI.TP12746,Sobic.006G109500.1,Chr06,47850314,47855384,5071,-,9805,-14875
2709,PstI.TP1276226,Sobic.003G442100.1,Chr03,74068295,74069023,729,+,-9808,9080
2710,PstI.TP1276226,Sobic.003G442200.1,Chr03,74077606,74079414,1809,-,-497,-1311
2711,PstI.TP1276226,Sobic.003G442300.1,Chr03,74080171,74083774,3604,-,2068,-5671
2713,PstI.TP1278820,Sobic.007G184700.1,Chr07,61799312,61805792,6481,+,-14403,7923
2714,PstI.TP1278820,Sobic.007G184800.1,Chr07,61809182,61813163,3982,+,-4533,552
2715,PstI.TP1278820,Sobic.007G185000.2,Chr07,61820192,61823093,2902,-,6477,-9378
2716,PstI.TP1280524,Sobic.004G001500.1,Chr04,124655,134438,9784,-,-10874,1091
2717,PstI.TP1280524,Sobic.004G001600.1,Chr04,135067,142593,7527,-,-462,-7064
2718,PstI.TP1280528,Sobic.001G074200.1,Chr01,5670222,5674809,4588,+,-4536,-51
2719,PstI.TP1280528,Sobic.001G074300.1,Chr01,5679735,5680218,484,+,4977,-5460
2720,PstI.TP1281273,Sobic.009G166400.3,Chr09,52288677,52296966,8290,+,-16999,8710
2721,PstI.TP1281273,Sobic.009G166400.1,Chr09,52288677,52298593,9917,+,-16999,7083
2722,PstI.TP1281273,Sobic.009G166400.2,Chr09,52288677,52298593,9917,+,-16999,7083
2723,PstI.TP1281273,Sobic.009G166650.1,Chr09,52305840,52310725,4886,+,164,-5049
2724,PstI.TP1281273,Sobic.009G166500.1,Chr09,52298830,52300588,1759,-,-6846,5088
2725,PstI.TP1281273,Sobic.009G166600.1,Chr09,52302442,52305752,3311,-,-3234,-76
2726,PstI.TP1281273,Sobic.009G166700.1,Chr09,52313285,52314163,879,-,7609,-8487
2729,PstI.TP1284448,Sobic.002G132100.1,Chr02,18795902,18801581,5680,+,-14358,8679
2730,PstI.TP1284448,Sobic.002G132201.1,Chr02,18797718,18800286,2569,-,-12542,9974
2731,PstI.TP1284448,Sobic.002G132300.1,Chr02,18810365,18812426,2062,-,105,-2166
2732,PstI.TP1284448,Sobic.002G132300.3,Chr02,18810365,18812426,2062,-,105,-2166
2733,PstI.TP1288470,Sobic.003G125200.1,Chr03,11369280,11380487,11208,+,-6289,-4918
2734,PstI.TP1288470,Sobic.003G125266.1,Chr03,11369632,11370407,776,-,-5937,5162
2735,PstI.TP1288470,Sobic.003G125332.1,Chr03,11374853,11378077,3225,-,-716,-2508
2736,PstI.TP1288470,Sobic.003G125400.1,Chr03,11380756,11385520,4765,-,5187,-9951
2737,PstI.TP1288470,Sobic.003G125400.2,Chr03,11382680,11385706,3027,-,7111,-10137
2738,PstI.TP1288470,Sobic.003G125400.3,Chr03,11382680,11385706,3027,-,7111,-10137
2739,PstI.TP1289837,Sobic.003G141100.1,Chr03,13754675,13766224,11550,-,-13330,1781
2740,PstI.TP1289837,Sobic.003G141100.2,Chr03,13754675,13766224,11550,-,-13330,1781
2741,PstI.TP1289837,Sobic.003G141200.2,Chr03,13766644,13770312,3669,-,-1361,-2307
2742,PstI.TP1294494,Sobic.001G019900.1,Chr01,1658660,1661648,2989,+,-5278,2290
2743,PstI.TP1294494,Sobic.001G020100.4,Chr01,1672997,1674726,1730,+,9059,-10788
2744,PstI.TP1294494,Sobic.001G020100.3,Chr01,1673013,1674676,1664,+,9075,-10738
2745,PstI.TP1294494,Sobic.001G020000.1,Chr01,1662896,1672214,9319,-,-1042,-8276
2746,PstI.TP1294494,Sobic.001G020000.2,Chr01,1662896,1672214,9319,-,-1042,-8276
2747,PstI.TP1294907,Sobic.010G148932.1,Chr10,42870988,42944868,73881,-,-73128,-752
2748,PstI.TP1295242,Sobic.001G429200.1,Chr01,70816020,70829340,13321,+,-5670,-7650
2749,PstI.TP1295242,Sobic.001G429200.2,Chr01,70816020,70829340,13321,+,-5670,-7650
2750,PstI.TP1295242,Sobic.001G429200.3,Chr01,70816020,70829340,13321,+,-5670,-7650
2751,PstI.TP1295242,Sobic.001G429200.4,Chr01,70817520,70829340,11821,+,-4170,-7650
2752,PstI.TP1295242,Sobic.001G429200.5,Chr01,70817520,70829340,11821,+,-4170,-7650
2753,PstI.TP130505,Sobic.001G417800.1,Chr01,69877775,69880762,2988,+,-8188,5201
2754,PstI.TP130505,Sobic.001G417900.1,Chr01,69884975,69888884,3910,+,-988,-2921
2755,PstI.TP130505,Sobic.001G417900.2,Chr01,69884975,69888884,3910,+,-988,-2921
2756,PstI.TP130505,Sobic.001G417700.1,Chr01,69872797,69877562,4766,-,-13166,8401
2757,PstI.TP130505,Sobic.001G418000.1,Chr01,69891490,69894994,3505,-,5527,-9031
2758,PstI.TP130505,Sobic.001G418000.2,Chr01,69891490,69897143,5654,-,5527,-11180
2759,PstI.TP131297,Sobic.001G379100.1,Chr01,66774291,66776207,1917,+,1333,-3249
2760,PstI.TP131297,Sobic.001G379200.1,Chr01,66777858,66782242,4385,-,4900,-9284
2761,PstI.TP131472,Sobic.001G096450.1,Chr01,7416888,7418794,1907,+,3930,-5836
2762,PstI.TP131472,Sobic.001G096300.1,Chr01,7399446,7403937,4492,-,-13512,9021
2763,PstI.TP131472,Sobic.001G096400.1,Chr01,7412104,7412607,504,-,-854,351
2766,PstI.TP133700,Sobic.002G187200.1,Chr02,57151371,57154127,2757,+,-12540,9784
2767,PstI.TP133700,Sobic.002G187300.1,Chr02,57154207,57158633,4427,-,-9704,5278
2768,PstI.TP133700,Sobic.002G187300.2,Chr02,57154207,57158633,4427,-,-9704,5278
2769,PstI.TP133700,Sobic.002G187350.1,Chr02,57159040,57161541,2502,-,-4871,2370
2770,PstI.TP133700,Sobic.002G187400.1,Chr02,57163268,57166783,3516,-,-643,-2872
2771,PstI.TP133700,Sobic.002G187400.2,Chr02,57163269,57166820,3552,-,-642,-2909
2772,PstI.TP133700,Sobic.002G187400.3,Chr02,57163270,57166736,3467,-,-641,-2825
2773,PstI.TP134017,Sobic.010G189600.1,Chr10,53070428,53077804,7377,-,5575,-12951
2774,PstI.TP134017,Sobic.010G189600.2,Chr10,53070428,53077804,7377,-,5575,-12951
2775,PstI.TP134017,Sobic.010G189600.3,Chr10,53070428,53077804,7377,-,5575,-12951
2776,PstI.TP134017,Sobic.010G189600.4,Chr10,53070428,53077804,7377,-,5575,-12951
2777,PstI.TP134017,Sobic.010G189600.5,Chr10,53070428,53077804,7377,-,5575,-12951
2778,PstI.TP134743,Sobic.001G460800.1,Chr01,73600315,73610795,10481,+,-10082,-398
2779,PstI.TP134743,Sobic.001G461000.1,Chr01,73612742,73615164,2423,+,2345,-4767
2780,PstI.TP134743,Sobic.001G460900.2,Chr01,73609641,73612225,2585,-,-756,-1828
2781,PstI.TP134743,Sobic.001G461101.1,Chr01,73616347,73617417,1071,-,5950,-7020
2782,PstI.TP134743,Sobic.001G461200.1,Chr01,73620050,73622786,2737,-,9653,-12389
2783,PstI.TP135889,Sobic.001G460000.1,Chr01,73552876,73559125,6250,+,-11646,5397
2784,PstI.TP135889,Sobic.001G460150.1,Chr01,73564921,73565763,843,+,399,-1241
2785,PstI.TP135889,Sobic.001G460300.3,Chr01,73569424,73572407,2984,+,4902,-7885
2786,PstI.TP135889,Sobic.001G460300.1,Chr01,73569438,73572301,2864,+,4916,-7779
2787,PstI.TP135889,Sobic.001G460300.2,Chr01,73570167,73572417,2251,+,5645,-7895
2788,PstI.TP135889,Sobic.001G460100.1,Chr01,73552434,73564722,12289,-,-12088,-200
2789,PstI.TP135889,Sobic.001G460200.1,Chr01,73565764,73568573,2810,-,1242,-4051
2790,PstI.TP135889,Sobic.001G460400.1,Chr01,73572553,73577255,4703,-,8031,-12733
2791,PstI.TP135889,Sobic.001G460400.2,Chr01,73572553,73577255,4703,-,8031,-12733
2793,PstI.TP136422,Sobic.003G265600.1,Chr03,60252614,60255683,3070,+,-648,-2421
2794,PstI.TP136422,Sobic.003G265701.1,Chr03,60262253,60263106,854,+,8991,-9844
2795,PstI.TP136422,Sobic.003G265400.1,Chr03,60241674,60246181,4508,-,-11588,7081
2796,PstI.TP136422,Sobic.003G265500.1,Chr03,60246916,60250547,3632,-,-6346,2715
2797,PstI.TP136460,Sobic.001G012900.2,Chr01,1211147,1220640,9494,+,-18570,9077
2798,PstI.TP136460,Sobic.001G012900.1,Chr01,1215101,1221198,6098,+,-14616,8519
2799,PstI.TP136460,Sobic.001G013100.1,Chr01,1226719,1230218,3500,+,-2998,-501
2800,PstI.TP136460,Sobic.001G013000.1,Chr01,1221172,1224184,3013,-,-8545,5533
2801,PstI.TP136460,Sobic.001G013000.2,Chr01,1221172,1224184,3013,-,-8545,5533
2802,PstI.TP136460,Sobic.001G013000.3,Chr01,1221172,1224186,3015,-,-8545,5531
2803,PstI.TP136460,Sobic.001G013200.1,Chr01,1231050,1234117,3068,-,1333,-4400
2804,PstI.TP136460,Sobic.001G013300.1,Chr01,1235446,1239001,3556,-,5729,-9284
2805,PstI.TP136460,Sobic.001G013400.1,Chr01,1239115,1243410,4296,-,9398,-13693
2806,PstI.TP13814,Sobic.005G107250.1,Chr05,20168874,20170377,1504,+,-756,-747
2807,PstI.TP13843,Sobic.002G193000.1,Chr02,57957811,57960850,3040,+,-9311,6272
2808,PstI.TP13843,Sobic.002G193100.1,Chr02,57962733,57967513,4781,+,-4389,-391
2809,PstI.TP13843,Sobic.002G193100.2,Chr02,57963261,57967513,4253,+,-3861,-391
2810,PstI.TP13843,Sobic.002G193200.1,Chr02,57969086,57970019,934,+,1964,-2897
2811,PstI.TP13843,Sobic.002G193300.1,Chr02,57975587,57988908,13322,-,8465,-21786
2812,PstI.TP138495,Sobic.005G070951.1,Chr05,8330915,8332367,1453,+,-1161,-291
2813,PstI.TP138495,Sobic.005G070901.1,Chr05,8328453,8329298,846,-,-3623,2778
2817,PstI.TP141528,Sobic.002G228000.1,Chr02,61968598,61970330,1733,+,-6321,4589
2818,PstI.TP141528,Sobic.002G228300.1,Chr02,61980193,61981273,1081,+,5274,-6354
2819,PstI.TP141528,Sobic.002G228400.1,Chr02,61981349,61984587,3239,+,6430,-9668
2820,PstI.TP141528,Sobic.002G228400.3,Chr02,61981663,61984587,2925,+,6744,-9668
2821,PstI.TP141528,Sobic.002G228400.4,Chr02,61981663,61984595,2933,+,6744,-9676
2822,PstI.TP141528,Sobic.002G228100.1,Chr02,61973783,61974796,1014,-,-1136,123
2823,PstI.TP141528,Sobic.002G228200.1,Chr02,61978188,61980567,2380,-,3269,-5648
2824,PstI.TP142395,Sobic.001G433800.1,Chr01,71221547,71230124,8578,+,-17312,8735
2825,PstI.TP142395,Sobic.001G433800.2,Chr01,71221750,71230124,8375,+,-17109,8735
2826,PstI.TP142395,Sobic.001G433900.1,Chr01,71236722,71238730,2009,-,-2137,129
2827,PstI.TP143189,Sobic.010G062000.1,Chr10,4868537,4872178,3642,-,-2413,-1228
2828,PstI.TP143189,Sobic.010G062000.2,Chr10,4868537,4872178,3642,-,-2413,-1228
2829,PstI.TP143189,Sobic.010G062000.3,Chr10,4868537,4872194,3658,-,-2413,-1244
2830,PstI.TP143189,Sobic.010G062100.1,Chr10,4874280,4876266,1987,-,3330,-5316
2832,PstI.TP14467,Sobic.010G039000.1,Chr10,3093236,3096799,3564,+,-9911,6348
2833,PstI.TP14467,Sobic.010G039100.3,Chr10,3097117,3099728,2612,+,-6030,3419
2834,PstI.TP14467,Sobic.010G039100.2,Chr10,3097139,3099723,2585,+,-6008,3424
2835,PstI.TP14467,Sobic.010G039200.1,Chr10,3101006,3103972,2967,+,-2141,-825
2836,PstI.TP14467,Sobic.010G039300.1,Chr10,3104996,3109105,4110,+,1849,-5958
2837,PstI.TP14467,Sobic.010G039401.1,Chr10,3111834,3117754,5921,+,8687,-14607
2838,PstI.TP14467,Sobic.010G038900.1,Chr10,3090469,3093370,2902,-,-12678,9777
2839,PstI.TP14467,Sobic.010G039150.1,Chr10,3099981,3100449,469,-,-3166,2698
2840,PstI.TP14467,Sobic.010G039500.1,Chr10,3112492,3115633,3142,-,9345,-12486
2841,PstI.TP14467,Sobic.010G039500.3,Chr10,3112499,3115633,3135,-,9352,-12486
2842,PstI.TP14467,Sobic.010G039500.2,Chr10,3112519,3115389,2871,-,9372,-12242
2843,PstI.TP14467,Sobic.010G039500.5,Chr10,3112519,3115389,2871,-,9372,-12242
2844,PstI.TP14467,Sobic.010G039500.6,Chr10,3112519,3115389,2871,-,9372,-12242
2845,PstI.TP14467,Sobic.010G039500.4,Chr10,3112519,3115400,2882,-,9372,-12253
2846,PstI.TP145796,Sobic.009G102100.1,Chr09,40782670,40786228,3559,+,-893,-2665
2847,PstI.TP148299,Sobic.004G275200.1,Chr04,61862258,61864319,2062,+,-11205,9144
2848,PstI.TP148299,Sobic.004G275200.2,Chr04,61862340,61864319,1980,+,-11123,9144
2849,PstI.TP148299,Sobic.004G275200.3,Chr04,61862340,61864319,1980,+,-11123,9144
2850,PstI.TP148299,Sobic.004G275400.1,Chr04,61872877,61875219,2343,+,-586,-1756
2851,PstI.TP148299,Sobic.004G275500.1,Chr04,61879883,61883669,3787,-,6420,-10206
2852,PstI.TP150197,Sobic.001G258200.2,Chr01,30649723,30655105,5383,+,-897,-4485
2853,PstI.TP150197,Sobic.001G258200.1,Chr01,30649854,30655094,5241,+,-766,-4474
2854,PstI.TP152556,Sobic.002G296500.3,Chr02,67331714,67332211,498,+,-9248,8751
2855,PstI.TP152556,Sobic.002G296600.1,Chr02,67332662,67335378,2717,+,-8300,5584
2856,PstI.TP152556,Sobic.002G296800.3,Chr02,67338433,67340417,1985,+,-2529,545
2857,PstI.TP152556,Sobic.002G296900.2,Chr02,67340633,67343377,2745,+,-329,-2415
2858,PstI.TP152556,Sobic.002G297000.1,Chr02,67346020,67348981,2962,+,5058,-8019
2859,PstI.TP152556,Sobic.002G297100.1,Chr02,67348662,67351083,2422,-,7700,-10121
2860,PstI.TP153865,Sobic.006G120500.2,Chr06,48712456,48715115,2660,-,-836,-1823
2861,PstI.TP153865,Sobic.006G120500.4,Chr06,48712456,48715115,2660,-,-836,-1823
2862,PstI.TP153865,Sobic.006G120500.3,Chr06,48712456,48716086,3631,-,-836,-2794
2863,PstI.TP153865,Sobic.006G120500.1,Chr06,48712456,48716091,3636,-,-836,-2799
2864,PstI.TP15431,Sobic.003G317600.1,Chr03,64522816,64529495,6680,+,7003,-13682
2865,PstI.TP15431,Sobic.003G317400.2,Chr03,64508137,64512443,4307,-,-7676,3370
2866,PstI.TP15431,Sobic.003G317400.1,Chr03,64508138,64512443,4306,-,-7675,3370
2867,PstI.TP15431,Sobic.003G317500.1,Chr03,64515754,64520205,4452,-,-59,-4392
2869,PstI.TP154924,Sobic.004G337066.1,Chr04,66879332,66880585,1254,+,8370,-9623
2870,PstI.TP154924,Sobic.004G336700.1,Chr04,66857416,66860985,3570,-,-13546,9977
2871,PstI.TP154924,Sobic.004G336700.2,Chr04,66857416,66860985,3570,-,-13546,9977
2872,PstI.TP154924,Sobic.004G336800.1,Chr04,66868254,66872570,4317,-,-2708,-1608
2873,PstI.TP154924,Sobic.004G336800.2,Chr04,66868370,66874309,5940,-,-2592,-3347
2874,PstI.TP154924,Sobic.004G337000.2,Chr04,66874825,66877749,2925,-,3863,-6787
2878,PstI.TP161537,Sobic.004G008400.1,Chr04,737647,740142,2496,+,-7728,5233
2879,PstI.TP161537,Sobic.004G008500.1,Chr04,740912,742790,1879,-,-4463,2585
2880,PstI.TP161537,Sobic.004G008600.1,Chr04,743367,746823,3457,-,-2008,-1448
2881,PstI.TP163131,Sobic.002G417700.1,Chr02,76498125,76498964,840,+,750,-1589
2882,PstI.TP163131,Sobic.002G417600.1,Chr02,76491441,76492539,1099,-,-5934,4836
2883,PstI.TP163618,Sobic.002G373600.1,Chr02,73153554,73160861,7308,+,-10428,3121
2884,PstI.TP163618,Sobic.002G373600.2,Chr02,73154355,73160861,6507,+,-9627,3121
2885,PstI.TP163618,Sobic.002G373700.1,Chr02,73163583,73166165,2583,+,-399,-2183
2886,PstI.TP163618,Sobic.002G373800.1,Chr02,73167726,73170579,2854,-,3744,-6597
2888,PstI.TP166135,Sobic.008G140600.1,Chr08,57115124,57118007,2884,+,-2970,87
2889,PstI.TP166135,Sobic.008G140700.1,Chr08,57118854,57128102,9249,+,760,-10008
2890,PstI.TP166135,Sobic.008G140500.1,Chr08,57110217,57113465,3249,-,-7877,4629
2891,PstI.TP166135,Sobic.008G140500.2,Chr08,57110217,57113465,3249,-,-7877,4629
2892,PstI.TP166492,Sobic.006G014700.1,Chr06,2192523,2194215,1693,+,-7546,5854
2893,PstI.TP166492,Sobic.006G014800.1,Chr06,2195405,2200776,5372,-,-4664,-707
2894,PstI.TP166748,Sobic.003G090600.1,Chr03,7885851,7891196,5346,-,-14885,9540
2895,PstI.TP166748,Sobic.003G090650.1,Chr03,7900654,7902686,2033,-,-82,-1950
