"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"9529","PstI.TP20145","Sobic.004G032100",4,2594879,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2221,0.07036,"Chr04",2592886,2596391,3506,"+",-1993,-1512,"PF10584,PF00227","PTHR11599,PTHR11599:SF12","KOG0863","3.4.25.1","K02725","GO:0019773,GO:0006511,GO:0004175,GO:0051603,GO:0005839,GO:0004298","AT5G42790","ARS5,ATPSM30,PAF1","proteasome alpha subunit F1","LOC_Os02g04100",NA,"peptidase, T1 family, putative, expressed"
"9537","PstI.TP20145","Sobic.004G032200",4,2594879,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2221,0.07036,"Chr04",2596879,2600259,3381,"+",2000,-5380,"PF10584,PF00227","PTHR11599,PTHR11599:SF12","KOG0863","3.4.25.1","K02725","GO:0019773,GO:0006511,GO:0004175,GO:0051603,GO:0005839,GO:0004298","AT5G42790","ARS5,ATPSM30,PAF1","proteasome alpha subunit F1","LOC_Os02g04100",NA,"peptidase, T1 family, putative, expressed"
"9541","PstI.TP20145","Sobic.004G032300",4,2594879,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2221,0.07036,"Chr04",2604252,2605787,1536,"-",9373,-10908,"PF10584,PF00227","PTHR11599,PTHR11599:SF12","KOG0863","3.4.25.1","K02725","GO:0019773,GO:0006511,GO:0004175,GO:0051603,GO:0005839,GO:0004298","AT5G42790","ARS5,ATPSM30,PAF1","proteasome alpha subunit F1","LOC_Os02g04100",NA,"peptidase, T1 family, putative, expressed"
"9545","PstI.TP201653","NA",11,1648,1,"PS_N","F116+3098","","HW_50","","","","","","","pLARmEB",0.0259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9546","PstI.TP202221","NA",11,1654,3,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4616,2.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9551","PstI.TP202284","Sobic.010G219300",10,56175041,5,"PS_Y","F116+36088im","HM_1","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2676,0.5263,"Chr10",56166553,56167156,604,"-",-8488,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9559","PstI.TP202284","Sobic.010G219400",10,56175041,5,"PS_Y","F116+36088im","HM_1","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2676,0.5263,"Chr10",56169332,56173729,4398,"-",-5709,1312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9583","PstI.TP202284","Sobic.010G219500",10,56175041,5,"PS_Y","F116+36088im","HM_1","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2676,0.5263,"Chr10",56174464,56175971,1508,"-",-577,-930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9547","PstI.TP202284","Sobic.010G219600",10,56175041,5,"PS_Y","F116+36088im","HM_1","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2676,0.5263,"Chr10",56183058,56187947,4890,"+",8017,-12906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9587","PstI.TP203633","Sobic.003G135700",3,12897920,1,"PS_Y","F116+36088im","","","FD_1","","","MLM+SUPER","","","",0.2806,0.3535,"Chr03",12889287,12895440,6154,"+",-8633,2480,"","","","","","","","","","",NA,""
"9595","PstI.TP203633","Sobic.003G135800",3,12897920,1,"PS_Y","F116+36088im","","","FD_1","","","MLM+SUPER","","","",0.2806,0.3535,"Chr03",12896163,12897553,1391,"+",-1757,367,"","","","","","","","","","",NA,""
"9599","PstI.TP203633","Sobic.003G135900",3,12897920,1,"PS_Y","F116+36088im","","","FD_1","","","MLM+SUPER","","","",0.2806,0.3535,"Chr03",12897686,12898870,1185,"-",-234,-950,"","","","","","","","","","",NA,""
"9603","PstI.TP203633","Sobic.003G136000",3,12897920,1,"PS_Y","F116+36088im","","","FD_1","","","MLM+SUPER","","","",0.2806,0.3535,"Chr03",12903731,12906474,2744,"-",5811,-8554,"","","","","","","","","","",NA,""
"9611","PstI.TP204138","NA",11,1665,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3239,4.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9612","PstI.TP204901","NA",11,1674,3,"PS_Y","F116+36088im","HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1594,5.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9617","PstI.TP208292","Sobic.002G281700",2,66325675,3,"PS_Y","F116+36088im","","HM_50","FM_1","FM_50","","","","mrMLM","",0.307,19.31,"Chr02",66313138,66316738,3601,"-",-12537,8937,"PF04783,PF04782","PTHR21450,PTHR21450:SF17","","","","","AT1G21740","","Protein of unknown function (DUF630 and DUF632)","LOC_Os09g37040",NA,"DUF630/DUF632 domains containing protein, putative, expressed"
"9621","PstI.TP208292","Sobic.002G281800",2,66325675,3,"PS_Y","F116+36088im","","HM_50","FM_1","FM_50","","","","mrMLM","",0.307,19.31,"Chr02",66320716,66323335,2620,"-",-4959,2340,"PF04783,PF04782","PTHR21450,PTHR21450:SF17","","","","","AT1G21740","","Protein of unknown function (DUF630 and DUF632)","LOC_Os09g37040",NA,"DUF630/DUF632 domains containing protein, putative, expressed"
"9625","PstI.TP208292","Sobic.002G281850",2,66325675,3,"PS_Y","F116+36088im","","HM_50","FM_1","FM_50","","","","mrMLM","",0.307,19.31,"Chr02",66330618,66333811,3194,"-",4943,-8136,"PF04783,PF04782","PTHR21450,PTHR21450:SF17","","","","","AT1G21740","","Protein of unknown function (DUF630 and DUF632)","LOC_Os09g37040",NA,"DUF630/DUF632 domains containing protein, putative, expressed"
"9613","PstI.TP208292","Sobic.002G281900",2,66325675,3,"PS_Y","F116+36088im","","HM_50","FM_1","FM_50","","","","mrMLM","",0.307,19.31,"Chr02",66333779,66337423,3645,"+",8104,-11748,"PF04783,PF04782","PTHR21450,PTHR21450:SF17","","","","","AT1G21740","","Protein of unknown function (DUF630 and DUF632)","LOC_Os09g37040",NA,"DUF630/DUF632 domains containing protein, putative, expressed"
"9629","PstI.TP208457","Sobic.001G305300",1,58918436,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3792,0.01344,"Chr01",58918023,58921635,3613,"+",-413,-3199,"PF03759","PTHR33101,PTHR33101:SF9","","","","GO:0005089","AT4G00460","ATROPGEF3,ROPGEF3","RHO guanyl-nucleotide exchange factor 3","LOC_Os10g40270",NA,"ATROPGEF7/ROPGEF7, putative, expressed"
"9631","PstI.TP208457","Sobic.001G305350",1,58918436,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3792,0.01344,"Chr01",58923727,58924717,991,"+",5291,-6281,"PF03759","PTHR33101,PTHR33101:SF9","","","","GO:0005089","AT4G00460","ATROPGEF3,ROPGEF3","RHO guanyl-nucleotide exchange factor 3","LOC_Os10g40270",NA,"ATROPGEF7/ROPGEF7, putative, expressed"
"9642","PstI.TP209249","Sobic.001G392300",1,67863639,9,"PS_Y","F116+36088im","","","GFW_1","FD_50;FW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.09239,2.717,"Chr01",67856044,67860444,4401,"-",-7595,3195,"","PTHR33726,PTHR33726:SF1","","","","","AT5G49525","","","LOC_Os03g19940",NA,"expressed protein"
"9639","PstI.TP209249","Sobic.001G392400",1,67863639,9,"PS_Y","F116+36088im","","","GFW_1","FD_50;FW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.09239,2.717,"Chr01",67862320,67864556,2237,"+",-1319,-917,"","PTHR33726,PTHR33726:SF1","","","","","AT5G49525","","","LOC_Os03g19940",NA,"expressed protein"
"9648","PstI.TP209249","Sobic.001G392500",1,67863639,9,"PS_Y","F116+36088im","","","GFW_1","FD_50;FW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.09239,2.717,"Chr01",67873636,67879170,5535,"-",9997,-15531,"","PTHR33726,PTHR33726:SF1","","","","","AT5G49525","","","LOC_Os03g19940",NA,"expressed protein"
"9651","PstI.TP210621","Sobic.009G124000",9,47711703,2,"PS_Y","F116+36088im","HM_1","","GFW_1","","","MLM+SUPER","","","",0.4924,0.5758,"Chr09",47704146,47712083,7938,"+",-7557,-380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9653","PstI.TP210621","Sobic.009G124100",9,47711703,2,"PS_Y","F116+36088im","HM_1","","GFW_1","","","MLM+SUPER","","","",0.4924,0.5758,"Chr09",47713940,47714622,683,"+",2237,-2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9655","PstI.TP21082","NA",11,167,1,"PS_N","F116+36088im","","","FM_1","","","","","FASTmrMLM","",0.1379,0.1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9656","PstI.TP210905","Sobic.002G366600",2,72650615,7,"PS_NPS_Y","F116+36088im","HD_1","HD_50","FW_1;GFW_1","GFW_50","fprind","","","FASTmrMLM","",0.181,7.463,"Chr02",72639519,72641892,2374,"+",-11096,8723,"","PTHR35297,PTHR35297:SF3","","","","","","","","LOC_Os02g46830",NA,"expressed protein"
"9668","PstI.TP210905","Sobic.002G366700",2,72650615,7,"PS_NPS_Y","F116+36088im","HD_1","HD_50","FW_1;GFW_1","GFW_50","fprind","","","FASTmrMLM","",0.181,7.463,"Chr02",72643637,72643912,276,"-",-6978,6703,"","PTHR35297,PTHR35297:SF3","","","","","","","","LOC_Os02g46830",NA,"expressed protein"
"9676","PstI.TP210905","Sobic.002G366800",2,72650615,7,"PS_NPS_Y","F116+36088im","HD_1","HD_50","FW_1;GFW_1","GFW_50","fprind","","","FASTmrMLM","",0.181,7.463,"Chr02",72650377,72653880,3504,"-",-238,-3265,"","PTHR35297,PTHR35297:SF3","","","","","","","","LOC_Os02g46830",NA,"expressed protein"
"9664","PstI.TP210905","Sobic.002G366900",2,72650615,7,"PS_NPS_Y","F116+36088im","HD_1","HD_50","FW_1;GFW_1","GFW_50","fprind","","","FASTmrMLM","",0.181,7.463,"Chr02",72656975,72661262,4288,"+",6360,-10647,"","PTHR35297,PTHR35297:SF3","","","","","","","","LOC_Os02g46830",NA,"expressed protein"
"9684","PstI.TP211414","Sobic.001G164350",1,13593203,2,"PS_Y","F116+36088im","HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1482,0.4623,"Chr01",13584051,13587984,3934,"-",-9152,5219,"","PTHR35479,PTHR35479:SF1","","1.6.5.3","","","AT2G31490","","","LOC_Os01g53140",NA,"expressed protein"
"9686","PstI.TP211414","Sobic.001G164500",1,13593203,2,"PS_Y","F116+36088im","HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1482,0.4623,"Chr01",13592519,13603864,11346,"-",-684,-10661,"","PTHR35479,PTHR35479:SF1","","1.6.5.3","","","AT2G31490","","","LOC_Os01g53140",NA,"expressed protein"
"9688","PstI.TP212298","Sobic.008G096900",8,45920553,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4323,0.4514,"Chr08",45916321,45918904,2584,"+",-4232,1649,"PF04367","PTHR31876,PTHR31876:SF5","","","","","AT2G18460","LCV3","like COV 3","LOC_Os12g29750",NA,"protein of unknown function DUF502 domain containing protein, expressed"
"9690","PstI.TP212298","Sobic.008G097000",8,45920553,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4323,0.4514,"Chr08",45918298,45922879,4582,"-",-2255,-2326,"PF04367","PTHR31876,PTHR31876:SF5","","","","","AT2G18460","LCV3","like COV 3","LOC_Os12g29750",NA,"protein of unknown function DUF502 domain containing protein, expressed"
"9692","PstI.TP212301","NA",11,1735,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4061,2.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9693","PstI.TP214793","NA",11,1755,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.1077,6.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9694","PstI.TP217064","NA",11,1768,3,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4067,0.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9695","PstI.TP217258","Sobic.003G043100",3,3992070,4,"PS_N","F106+4185;F116+3098","HW_1;GHW_1","GHW_50","","","","","","FASTmrMLM","pLARmEB",0.0425,0.1494,"Chr03",3983214,3985665,2452,"-",-8856,6405,"PF04939","PTHR17602","KOG1765","","K14852","GO:0042254,GO:0005634","AT2G37990","","ribosome biogenesis regulatory protein (RRS1) family protein","LOC_Os04g58830",NA,"ribosome biogenesis regulatory protein, putative, expressed"
"9698","PstI.TP217258","Sobic.003G043150",3,3992070,4,"PS_N","F106+4185;F116+3098","HW_1;GHW_1","GHW_50","","","","","","FASTmrMLM","pLARmEB",0.0425,0.1494,"Chr03",3986868,3988870,2003,"-",-5202,3200,"PF04939","PTHR17602","KOG1765","","K14852","GO:0042254,GO:0005634","AT2G37990","","ribosome biogenesis regulatory protein (RRS1) family protein","LOC_Os04g58830",NA,"ribosome biogenesis regulatory protein, putative, expressed"
"9701","PstI.TP217258","Sobic.003G043200",3,3992070,4,"PS_N","F106+4185;F116+3098","HW_1;GHW_1","GHW_50","","","","","","FASTmrMLM","pLARmEB",0.0425,0.1494,"Chr03",3989864,4004722,14859,"-",-2206,-12652,"PF04939","PTHR17602","KOG1765","","K14852","GO:0042254,GO:0005634","AT2G37990","","ribosome biogenesis regulatory protein (RRS1) family protein","LOC_Os04g58830",NA,"ribosome biogenesis regulatory protein, putative, expressed"
"9721","PstI.TP218170","Sobic.003G301100",3,63210084,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1928,8.893,"Chr03",63200571,63201582,1012,"-",-9513,8502,"PF11799,PF00817","PTHR11076,PTHR11076:SF38","KOG2095","2.7.7.7","K03509","GO:0006281,GO:0003684","AT5G44740","POLH","Y-family DNA polymerase H","LOC_Os01g55300",NA,"DNA-directed polymerase, putative, expressed"
"9725","PstI.TP218170","Sobic.003G301200",3,63210084,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1928,8.893,"Chr03",63203828,63206501,2674,"-",-6256,3583,"PF11799,PF00817","PTHR11076,PTHR11076:SF38","KOG2095","2.7.7.7","K03509","GO:0006281,GO:0003684","AT5G44740","POLH","Y-family DNA polymerase H","LOC_Os01g55300",NA,"DNA-directed polymerase, putative, expressed"
"9741","PstI.TP218170","Sobic.003G301300",3,63210084,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1928,8.893,"Chr03",63212395,63215305,2911,"-",2311,-5221,"PF11799,PF00817","PTHR11076,PTHR11076:SF38","KOG2095","2.7.7.7","K03509","GO:0006281,GO:0003684","AT5G44740","POLH","Y-family DNA polymerase H","LOC_Os01g55300",NA,"DNA-directed polymerase, putative, expressed"
"9713","PstI.TP218170","Sobic.003G301400",3,63210084,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1928,8.893,"Chr03",63215425,63221732,6308,"+",5341,-11648,"PF11799,PF00817","PTHR11076,PTHR11076:SF38","KOG2095","2.7.7.7","K03509","GO:0006281,GO:0003684","AT5G44740","POLH","Y-family DNA polymerase H","LOC_Os01g55300",NA,"DNA-directed polymerase, putative, expressed"
"9745","PstI.TP218403","NA",11,1781,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3429,0.001545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9756","PstI.TP218456","Sobic.001G038800",1,2917050,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4857,0.1067,"Chr01",2900104,2910005,9902,"-",-16946,7045,"PF04525","PTHR31087,PTHR31087:SF24","","","","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os03g60220",NA,"DUF567 domain containing protein, putative, expressed"
"9746","PstI.TP218456","Sobic.001G038900",1,2917050,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4857,0.1067,"Chr01",2913500,2915031,1532,"+",-3550,2019,"PF04525","PTHR31087,PTHR31087:SF24","","","","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os03g60220",NA,"DUF567 domain containing protein, putative, expressed"
"9751","PstI.TP218456","Sobic.001G039000",1,2917050,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4857,0.1067,"Chr01",2916374,2917566,1193,"+",-676,-516,"PF04525","PTHR31087,PTHR31087:SF24","","","","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os03g60220",NA,"DUF567 domain containing protein, putative, expressed"
"9761","PstI.TP218456","Sobic.001G039100",1,2917050,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4857,0.1067,"Chr01",2917308,2920126,2819,"-",258,-3076,"PF04525","PTHR31087,PTHR31087:SF24","","","","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os03g60220",NA,"DUF567 domain containing protein, putative, expressed"
"9766","PstI.TP218456","Sobic.001G039200",1,2917050,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4857,0.1067,"Chr01",2923093,2924132,1040,"-",6043,-7082,"PF04525","PTHR31087,PTHR31087:SF24","","","","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os03g60220",NA,"DUF567 domain containing protein, putative, expressed"
"9771","PstI.TP219514","Sobic.004G007700",4,691478,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2388,0.1117,"Chr04",686550,688823,2274,"-",-4928,2655,"PF01535,PF13812,PF13041","PTHR24015,PTHR24015:SF368","","","","","AT2G37230","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os02g02020",NA,"pentatricopeptide, putative, expressed"
"9775","PstI.TP219514","Sobic.004G007800",4,691478,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2388,0.1117,"Chr04",689918,693989,4072,"-",-1560,-2511,"PF01535,PF13812,PF13041","PTHR24015,PTHR24015:SF368","","","","","AT2G37230","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os02g02020",NA,"pentatricopeptide, putative, expressed"
"9779","PstI.TP219514","Sobic.004G007850",4,691478,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2388,0.1117,"Chr04",694672,697379,2708,"-",3194,-5901,"PF01535,PF13812,PF13041","PTHR24015,PTHR24015:SF368","","","","","AT2G37230","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os02g02020",NA,"pentatricopeptide, putative, expressed"
"9787","PstI.TP219514","Sobic.004G007900",4,691478,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2388,0.1117,"Chr04",698987,711987,13001,"-",7509,-20509,"PF01535,PF13812,PF13041","PTHR24015,PTHR24015:SF368","","","","","AT2G37230","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os02g02020",NA,"pentatricopeptide, putative, expressed"
"9791","PstI.TP219629","NA",11,1793,8,"PS_Y","F116+36088im","HD_1;HW_1;HM_1","","FD_1;FW_1;GFW_1","","","","","FASTmrMLM","ISIS EM-BLASSO",0.125,2.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9792","PstI.TP220192","Sobic.007G111700",7,42063325,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4077,1.76,"Chr07",42061204,42066842,5639,"+",-2121,-3517,"PF00043","PTHR11260,PTHR11260:SF228","KOG0867","2.5.1.18","","","AT3G03190","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os08g43680",NA,"glutathione S-transferase, C-terminal domain containing protein, expressed"
"9793","PstI.TP221463","NA",11,1817,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1229,0.3341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9794","PstI.TP223614","Sobic.003G101600",3,9044171,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1699,0.6196,"Chr03",9033541,9034368,828,"+",-10630,9803,"","","","","","","","","","",NA,""
"9798","PstI.TP223614","Sobic.003G101700",3,9044171,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1699,0.6196,"Chr03",9034557,9040254,5698,"-",-9614,3917,"","","","","","","","","","",NA,""
"9802","PstI.TP223614","Sobic.003G101850",3,9044171,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1699,0.6196,"Chr03",9040712,9048889,8178,"-",-3459,-4718,"","","","","","","","","","",NA,""
"9814","PstI.TP223614","Sobic.003G102000",3,9044171,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1699,0.6196,"Chr03",9052391,9055428,3038,"-",8220,-11257,"","","","","","","","","","",NA,""
"9822","PstI.TP223655","Sobic.008G185400",8,61982392,3,"PS_N","F116+36088im","GHW_1;HM_1","","FD_1","","","","FarmCPU","","",0.07739,2.977,"Chr08",61976466,61982123,5658,"+",-5926,269,"PF00025","PTHR24073,PTHR24073:SF570","KOG0092","","K07889","GO:0005525","AT5G45130","ATRAB-F2A,ATRAB5A,ATRABF2A,RAB-F2A,RAB5A,RABF2A,RHA1","RAB homolog 1","LOC_Os12g43550",NA,"ras-related protein, putative, expressed"
"9824","PstI.TP223655","Sobic.008G185500",8,61982392,3,"PS_N","F116+36088im","GHW_1;HM_1","","FD_1","","","","FarmCPU","","",0.07739,2.977,"Chr08",61982383,61986705,4323,"-",-9,-4313,"PF00025","PTHR24073,PTHR24073:SF570","KOG0092","","K07889","GO:0005525","AT5G45130","ATRAB-F2A,ATRAB5A,ATRABF2A,RAB-F2A,RAB5A,RABF2A,RHA1","RAB homolog 1","LOC_Os12g43550",NA,"ras-related protein, putative, expressed"
"9828","PstI.TP225347","NA",11,1850,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3577,2.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9829","PstI.TP225948","Sobic.004G274600",4,61822195,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.2854,0.06969,"Chr04",61806550,61813471,6922,"+",-15645,8724,"PF00005,PF00664","PTHR24221,PTHR24221:SF138","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT4G25960","PGP2","P-glycoprotein 2","LOC_Os02g46680",NA,"multidrug resistance protein, putative, expressed"
"9837","PstI.TP225948","Sobic.004G274700",4,61822195,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.2854,0.06969,"Chr04",61817845,61820755,2911,"+",-4350,1440,"PF00005,PF00664","PTHR24221,PTHR24221:SF138","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT4G25960","PGP2","P-glycoprotein 2","LOC_Os02g46680",NA,"multidrug resistance protein, putative, expressed"
"9841","PstI.TP225948","Sobic.004G274800",4,61822195,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.2854,0.06969,"Chr04",61822795,61826114,3320,"-",600,-3919,"PF00005,PF00664","PTHR24221,PTHR24221:SF138","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT4G25960","PGP2","P-glycoprotein 2","LOC_Os02g46680",NA,"multidrug resistance protein, putative, expressed"
"9845","PstI.TP225948","Sobic.004G274900",4,61822195,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.2854,0.06969,"Chr04",61830537,61837108,6572,"-",8342,-14913,"PF00005,PF00664","PTHR24221,PTHR24221:SF138","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT4G25960","PGP2","P-glycoprotein 2","LOC_Os02g46680",NA,"multidrug resistance protein, putative, expressed"
"9861","PstI.TP227932","Sobic.009G019700",9,1786301,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1775,1.621,"Chr09",1780529,1781290,762,"+",-5772,5011,"","","","","","","","","","",NA,""
"9864","PstI.TP227932","Sobic.009G019800",9,1786301,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1775,1.621,"Chr09",1784682,1791225,6544,"+",-1619,-4924,"","","","","","","","","","",NA,""
