SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
PstI.TP159372,11,1308,22,PS_Y(22),F116+36088im(22),HD_1(2);HW_1(2),HW_50(1),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(11)MLM+SUPER(11),,,,0.08943,0.02896
PstI.TP160752,11,1322,2,PS_N(2),F96+4814(2),,,FW_1(1);GFW_1(1),,,,,,ISIS EM-BLASSO(1);pLARmEB(1),0.3177,0.6546
PstI.TP161537,4,745375,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.0931,2.684
PstI.TP163131,2,76497375,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4197,1.744
PstI.TP163618,2,73163982,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.05269,0.04214
PstI.TP166018,11,1363,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2504,0.484
PstI.TP166135,8,57118094,18,PS_Y(18),F116+36088im(18),GHW_1(2),GHW_50(1);HW_50(1),FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(10)MLM+SUPER(8),,,,0.2353,0.1137
PstI.TP166492,6,2200069,2,PS_N(2),F96+4814(1);F106+4185(1),,,FW_1(1);GFW_1(1),,,,,,ISIS EM-BLASSO(1);pLARmEB(1),0.125,1.014
PstI.TP166748,3,7900736,10,PS_Y(10),F116+36088im(10),GHW_1(2);HM_1(2),,GFW_1(2),FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(4)MLM+SUPER(6),,,,0.3816,0.1426
PstI.TP166900,1,12024794,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1242,0.4794
PstI.TP168319,11,1380,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.109,0.01615
PstI.TP168553,3,69628062,4,PS_Y(4),F116+36088im(4),HD_1(1);HW_1(1),,GFW_1(1),FM_50(1),,CMLM+SUPER(3)MLM+SUPER(1),,,,0.221,4.264
PstI.TP17148,4,58030737,5,PS_Y(5),F116+36088im(5),HW_1(1);GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.2178,3.059
PstI.TP172804,1,79485436,1,PS_N(1),F116+3098(1),,,,FM_50(1),,,FarmCPU(1),,,0.07759,1.054
PstI.TP173114,11,1419,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1118,0.7287
PstI.TP174245,4,59512386,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,CMLM+SUPER(1),,,,0.1261,0.00945
PstI.TP174387,10,3977294,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1004,0.7334
PstI.TP175125,5,55044735,9,PS_Y(9),F116+36088im(9),HD_1(1);HW_1(1),GHW_50(1),FD_1(1);GFW_1(2),FD_50(1),fprind(1);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(4),,,,0.09534,8.907
PstI.TP175653,4,64445662,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1219,1.28
PstI.TP175806,11,1446,20,PS_Y(20),F116+36088im(20),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),GHW_50(1),FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(11),,,,0.3808,0.1719
PstI.TP176663,10,1133877,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1352,0.2844
PstI.TP177807,2,68900132,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4577,2.811
PstI.TP178455,8,50346825,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(1),FM_50(1),,MLM+SUPER(3),,,,0.05896,1.51
PstI.TP178720,1,58289912,2,PS_Y(2),F116+36088im(2),HM_1(1),,FM_1(1),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.05882,3.534
PstI.TP180465,1,73062507,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1282,3.465
PstI.TP18098,2,23769344,4,PS_N(4),F106+4185(2);F116+3098(2),HD_1(2);HW_1(2),,,,,,FarmCPU(4),,,0.08621,0.01109
PstI.TP182059,11,1497,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4716,0.122
PstI.TP182752,4,55853968,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,,GFW_50(1),,CMLM+SUPER(1)MLM+SUPER(3),,,,0.143,0.7698
PstI.TP184836,9,57455010,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1124,4.358
PstI.TP187918,11,1532,32,PS_N(12)PS_Y(20),F116+36088im(32),HD_1(1);HW_1(1),HD_50(3);GHW_50(1);HW_50(1);HM_50(2),FW_1(1);FM_1(3),FD_50(2);FW_50(4);GFW_50(2);FM_50(1),fprinW(4);fprind(4);fprinGW(1);fprinM(1),,,mrMLM(1);FASTmrMLM(11),ISIS EM-BLASSO(6);pLARmEB(14),0.25,20.29
PstI.TP188641,3,6088178,3,PS_N(1)PS_Y(2),F96+4814(2);F106+4185(1),,GHW_50(1);HW_50(1),,,fprinM(1),,FarmCPU(1),,ISIS EM-BLASSO(2),0.1415,4.926
PstI.TP189070,11,1540,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4072,2.767
PstI.TP189668,6,60778232,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3728,1.051
PstI.TP191473,11,1566,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1997,1.933
PstI.TP192620,11,1575,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(2),,GFW_1(2),FM_50(1),,CMLM+SUPER(3)MLM+SUPER(4),,,,0.1716,7.521
PstI.TP195038,1,72903432,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3478,4.204
PstI.TP195822,7,60945564,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3705,1.793
PstI.TP195926,10,51681294,31,PS_Y(31),F116+36088im(31),HD_1(2);HW_1(1);GHW_1(2);HM_1(1),GHW_50(2);HW_50(1),FD_1(2);FW_1(2);GFW_1(2);FM_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(2);fprinGW(2),CMLM+SUPER(15)MLM+SUPER(16),,,,0.3872,0.3259
PstI.TP197088,3,62192090,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1503,1.274
PstI.TP198419,7,2405340,3,PS_N(3),F116+36088im(3),,GHW_50(1),FW_1(1);FM_1(1),,,,,mrMLM(2);FASTmrMLM(1),,0.1754,6.595
PstI.TP199606,1,9270277,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06536,0.7494
PstI.TP20145,4,2594879,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2221,0.07036
PstI.TP201653,11,1648,1,PS_N(1),F116+3098(1),,HW_50(1),,,,,,,pLARmEB(1),0.0259,0
PstI.TP202221,11,1654,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4616,2.041
PstI.TP202284,10,56175041,5,PS_Y(5),F116+36088im(5),HM_1(2),,GFW_1(1);FM_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.2676,0.5263
PstI.TP203633,3,12897920,1,PS_Y(1),F116+36088im(1),,,FD_1(1),,,MLM+SUPER(1),,,,0.2806,0.3535
PstI.TP204138,11,1665,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3239,4.495
PstI.TP204901,11,1674,3,PS_Y(3),F116+36088im(3),HM_1(1),,FM_1(2),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1594,5.685
PstI.TP208292,2,66325675,3,PS_Y(3),F116+36088im(3),,HM_50(1),FM_1(1),FM_50(1),,,,mrMLM(3),,0.307,19.31
PstI.TP208457,1,58918436,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3792,0.01344
PstI.TP209249,1,67863639,9,PS_Y(9),F116+36088im(9),,,GFW_1(2),FD_50(1);FW_50(1);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(4),,,,0.09239,2.717
PstI.TP210621,9,47711703,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.4924,0.5758
PstI.TP21082,11,167,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.1379,0.1922
PstI.TP210905,2,72650615,7,PS_N(4)PS_Y(3),F116+36088im(7),HD_1(2),HD_50(1),FW_1(1);GFW_1(1),GFW_50(1),fprind(1),,,FASTmrMLM(7),,0.181,7.463
PstI.TP211414,1,13593203,2,PS_Y(2),F116+36088im(2),HM_1(1),,FM_1(1),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1482,0.4623
PstI.TP212298,8,45920553,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4323,0.4514
PstI.TP212301,11,1735,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.4061,2.395
PstI.TP214793,11,1755,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1077,6.464
PstI.TP217064,11,1768,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4067,0.4957
PstI.TP217258,3,3992070,4,PS_N(4),F106+4185(1);F116+3098(3),HW_1(1);GHW_1(2),GHW_50(1),,,,,,FASTmrMLM(2),pLARmEB(2),0.0425,0.1494
PstI.TP218170,3,63210084,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1928,8.893
PstI.TP218403,11,1781,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3429,0.001545
PstI.TP218456,1,2917050,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4857,0.1067
PstI.TP219514,4,691478,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.2388,0.1117
PstI.TP219629,11,1793,8,PS_Y(8),F116+36088im(8),HD_1(2);HW_1(2);HM_1(1),,FD_1(1);FW_1(1);GFW_1(1),,,,,FASTmrMLM(5),ISIS EM-BLASSO(3),0.125,2.676
PstI.TP220192,7,42063325,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4077,1.76
PstI.TP221463,11,1817,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1229,0.3341
PstI.TP223614,3,9044171,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1699,0.6196
PstI.TP223655,8,61982392,3,PS_N(3),F116+36088im(3),GHW_1(1);HM_1(1),,FD_1(1),,,,FarmCPU(3),,,0.07739,2.977
PstI.TP225347,11,1850,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(2);FM_1(2),,,CMLM+SUPER(3)MLM+SUPER(4),,,,0.3577,2.692
PstI.TP225948,4,61822195,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,CMLM+SUPER(1),,,,0.2854,0.06969
PstI.TP227932,9,1786301,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1775,1.621
PstI.TP229796,7,1433957,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.08322,2.501
PstI.TP230384,6,60169404,13,PS_Y(13),F116+36088im(13),GHW_1(2);HM_1(2),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(4)MLM+SUPER(9),,,,0.2733,0.1044
PstI.TP230539,6,60169420,11,PS_N(4)PS_Y(7),F96+4814(11),HD_1(1);HW_1(1);GHW_1(1),HD_50(2);HM_50(1),,FD_50(2);FM_50(1),fprinW(1);fprind(1),,,,ISIS EM-BLASSO(1);pLARmEB(10),0.3073,3.475
PstI.TP231570,4,58786116,1,PS_Y(1),F116+36088im(1),,GHW_50(1),,,,CMLM+SUPER(1),,,,0.07211,4.187
PstI.TP234053,11,1921,13,PS_Y(13),F116+36088im(13),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2);FM_50(2),fprinW(1),CMLM+SUPER(4)MLM+SUPER(9),,,,0.4254,4.125
PstI.TP234335,5,53477940,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1533,0.1756
PstI.TP234444,7,63993635,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1279,0.1958
PstI.TP235450,3,68272072,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.09604,0.5436
PstI.TP24175,7,4627972,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1673,5.918
PstI.TP24205,2,50025261,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2172,0.079
PstI.TP242436,4,2670410,7,PS_Y(7),F116+36088im(7),HM_1(1),,FM_1(2),GFW_50(1),fprinW(1);fprinM(2),,,mrMLM(2),ISIS EM-BLASSO(2);pLARmEB(3),0.306,5.383
PstI.TP242761,1,59386457,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,CMLM+SUPER(1),,,,0.3168,0.3188
PstI.TP244063,1,59701281,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1175,6.536
PstI.TP245404,1,79960134,94,PS_N(36)PS_Y(58),F96+4814(70);F106+4185(12);F116+3098(12),HD_1(7);HW_1(3);GHW_1(5);HM_1(4),HD_50(6);GHW_50(6);HW_50(5);HM_50(2),FD_1(1);FW_1(3);GFW_1(2);FM_1(4),FD_50(5);FW_50(7);GFW_50(6);FM_50(10),fprinW(6);fprind(3);fprinGW(4);fprinM(5),,FarmCPU(15),mrMLM(11);FASTmrMLM(12);FASTmrEMMA(6),ISIS EM-BLASSO(23);pLARmEB(27),0.1579,7.514
PstI.TP246329,3,29389536,7,PS_N(7),F96+4814(1);F106+4185(2);F116+3098(4),HD_1(1);GHW_1(1),GHW_50(2);HW_50(1),FW_1(1);GFW_1(1),,,,,,ISIS EM-BLASSO(2);pLARmEB(5),0.0156,0.0035
PstI.TP246552,3,54709176,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1318,0.002661
PstI.TP248137,11,2017,26,PS_Y(26),F116+36088im(26),HD_1(2);HW_1(2);GHW_1(2),GHW_50(2);HW_50(1),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(13)MLM+SUPER(13),,,,0.1492,0.1271
PstI.TP248498,10,57422064,2,PS_N(2),F116+3098(2),,GHW_50(1),FM_1(1),,,,,,pLARmEB(2),0.0216,7.73E-06
PstI.TP248632,4,6371322,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0733,2.78E-06
PstI.TP249296,2,57415075,9,PS_N(9),F106+4185(2);F116+3098(7),GHW_1(1),HD_50(1);HW_50(1),FW_1(1),FD_50(1);FW_50(1);GFW_50(1),fprinW(1);fprind(1),,FarmCPU(7),,pLARmEB(2),0.1415,2.438
PstI.TP253737,2,69121109,13,PS_Y(13),F116+36088im(13),HW_1(1);GHW_1(2);HM_1(1),,FD_1(1);GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(10),,,,0.4913,0.4992
PstI.TP256718,9,3619750,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4611,5.622
PstI.TP256850,6,49643828,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,MLM+SUPER(1),,,,0.1806,0.327
PstI.TP257951,4,14228269,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06654,0.3092
PstI.TP262001,6,54443824,15,PS_N(10)PS_Y(5),F96+4814(15),HD_1(1);HW_1(1);GHW_1(1),HD_50(1),FD_1(1);FW_1(1);FM_1(2),FD_50(1);GFW_50(2);FM_50(3),fprind(1),,FarmCPU(10),mrMLM(1);FASTmrMLM(1),ISIS EM-BLASSO(2);pLARmEB(1),0.3032,26.14
PstI.TP262688,4,7128828,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.056,2.49E-05
PstI.TP265440,7,55685759,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.3982,0.2612
PstI.TP26581,6,60674367,19,PS_Y(19),F116+36088im(19),HD_1(2);HW_1(2);GHW_1(2),,FD_1(1);FW_1(1);GFW_1(2);FM_1(1),FD_50(1);FW_50(2);GFW_50(2),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(12),,,,0.4303,3.13
PstI.TP268577,11,2179,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1645,1.06
PstI.TP269566,3,63644939,2,PS_Y(2),F116+3098(2),,,,FD_50(1),fprind(1),,,,ISIS EM-BLASSO(2),0.2974,10.64
PstI.TP270543,6,54368545,4,PS_Y(4),F116+36088im(4),,GHW_50(1),,FD_50(1);FW_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.1275,8.791
PstI.TP275480,7,56994178,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3733,3.647
PstI.TP276669,10,582355,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.4597,0.07234
PstI.TP276987,11,2249,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3492,0.2513
PstI.TP277254,9,815106,1,PS_N(1),F116+3098(1),,,FM_1(1),,,,,,pLARmEB(1),0.3276,0
PstI.TP277421,1,17621133,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),GFW_50(1),,,,mrMLM(2),,0.2456,16.3
PstI.TP27966,11,215,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.485,8.424
PstI.TP280290,4,11044267,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1932,0.3309
PstI.TP28147,11,216,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.05174,0.4642
PstI.TP28557,4,43964717,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.3716,0.1248
PstI.TP286131,3,4213473,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3541,0.7017
PstI.TP288641,1,27158173,17,PS_N(17),F106+4185(2);F116+3098(15),HD_1(1);HW_1(1);GHW_1(1),HD_50(1);GHW_50(1);HW_50(1),FD_1(1);FW_1(2);GFW_1(1);FM_1(1),FD_50(1);FW_50(1);GFW_50(1),fprinW(2);fprind(1),,FarmCPU(11),,pLARmEB(6),0.05603,14.71
PstI.TP289559,6,54709070,10,PS_Y(10),F116+36088im(10),HM_1(1),GHW_50(1),,FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(5)MLM+SUPER(5),,,,0.4107,0.1279
PstI.TP29028,6,45093133,26,PS_N(3)PS_Y(23),F116+36088im(26),HW_1(1);GHW_1(3);HM_1(2),GHW_50(1);HW_50(1),FD_1(2);FW_1(1);GFW_1(2);FM_1(1),FD_50(1);FW_50(3);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(11)MLM+SUPER(12),FarmCPU(3),,,0.2032,4.027
PstI.TP290625,11,2306,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.05194,0.00773
PstI.TP291849,1,5571398,1,PS_N(1),F106+4185(1),,,,,fprinM(1),,FarmCPU(1),,,0.1651,1.716
PstI.TP292863,11,2319,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.2202,3.166
PstI.TP29396,11,227,10,PS_Y(10),F116+36088im(10),GHW_1(2);HM_1(1),GHW_50(2),GFW_1(1),FD_50(1);FW_50(1),fprinW(1);fprind(1),CMLM+SUPER(2)MLM+SUPER(8),,,,0.2414,3.339
PstI.TP297382,4,4364885,14,PS_Y(14),F116+36088im(14),HW_1(1);GHW_1(2);HM_1(2),,FD_1(1);GFW_1(1),FW_50(2);GFW_50(2);FM_50(2),fprinW(1),CMLM+SUPER(5)MLM+SUPER(9),,,,0.1113,1.253
PstI.TP297547,7,5291285,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0302,3.79E-07
PstI.TP297702,11,2349,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.4357,0.1253
PstI.TP299144,2,73974614,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1298,1.967
PstI.TP299726,9,2970040,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),FM_50(1),,MLM+SUPER(2),,,,0.1427,2.663
PstI.TP300113,3,2789209,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.2368,15.66
PstI.TP302826,3,12312514,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1179,0.2516
PstI.TP30317,6,54709438,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.1801,9.272
PstI.TP303420,11,2401,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1544,8.74
PstI.TP304003,9,6409609,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.2582,0.409
PstI.TP30419,11,232,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.07068,0.9719
PstI.TP308053,1,8330660,18,PS_N(4)PS_Y(14),F106+4185(15);F116+3098(3),,HD_50(2);GHW_50(1);HW_50(4),FM_1(1),FD_50(2);FW_50(2);GFW_50(2),fprinW(2);fprind(2),CMLM+SUPER(7)MLM+SUPER(7),,,pLARmEB(4),0.1132,10.38
PstI.TP308061,1,60402946,1,PS_N(1),F96+4814(1),,,FW_1(1),,,,,,pLARmEB(1),0.0156,1.69E-05
PstI.TP308868,3,50361949,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0733,3.02E-05
PstI.TP309722,11,2452,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3087,0.377
PstI.TP309985,6,49088053,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,CMLM+SUPER(1),,,,0.119,11.54
PstI.TP312198,3,8384639,2,PS_N(2),F116+36088im(2),,HD_50(1),,,fprind(1),,,FASTmrMLM(1),pLARmEB(1),0.1897,14.98
PstI.TP314326,4,1792445,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(1);FM_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2282,0.6508
PstI.TP315020,1,77386737,2,PS_Y(2),F116+36088im(2),HM_1(1),,,FM_50(1),,MLM+SUPER(2),,,,0.2458,0.886
PstI.TP315041,3,62632908,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2081,4.098
PstI.TP315114,1,79156064,3,PS_Y(3),F116+36088im(3),,GHW_50(1),,FM_50(1),fprinGW(1),CMLM+SUPER(3),,,,0.1001,2.351
PstI.TP316265,4,62619548,3,PS_Y(3),F116+36088im(3),,GHW_50(1),GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.2157,6.207
PstI.TP316438,11,2503,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.111,1.395
PstI.TP318338,3,67023794,29,PS_Y(29),F116+36088im(29),HD_1(1);HW_1(1);GHW_1(2);HM_1(2),GHW_50(1);HW_50(1),FD_1(2);FW_1(1);GFW_1(2);FM_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(2);fprinGW(2),CMLM+SUPER(16)MLM+SUPER(13),,,,0.3809,1.306
PstI.TP319062,11,2525,4,PS_N(4),F116+36088im(4),HM_1(1),HM_50(1),FM_1(1),,fprinM(1),,FarmCPU(4),,,0.1356,2.544
PstI.TP319571,1,11815150,6,PS_N(6),F116+3098(6),,HD_50(1),,FD_50(1);FW_50(1);GFW_50(1),fprinW(1);fprind(1),,FarmCPU(6),,,0.2672,0.2699
PstI.TP31970,4,61637545,1,PS_N(1),F96+4814(1),HD_1(1),,,,,,,,pLARmEB(1),0.026,0
PstI.TP319778,11,2532,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2186,0.02374
