"","SNP","Chromosome","Position","P.value","MAF","Ind.SNP","PS","Software","Method","Trait.name","PVE","maf","P.value.1","MAF.1"
"9774","NsiI.TP152015",10,54557245,0.000171206881638632,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.731969188721055,0.358855113107252,2e-04,NA
"9775","NsiI.TP152255",11,10814,0.000955414254592352,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.11381224243233,0.0655937995205448,0.001,NA
"9776","NsiI.TP152255",11,10814,0.000207182278431584,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.157298998259459,0.0655937995205448,2e-04,NA
"9777","NsiI.TP152255",11,10814,0.000228645618460998,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.191579475596556,0.0655937995205448,2e-04,NA
"9778","NsiI.TP152677",3,602439,4.41667707830455e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.508636494128879,0.120915032679739,4e-07,NA
"9779","NsiI.TP152677",3,602439,3.73356762250505e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.647758337135214,0.120915032679739,4e-07,NA
"9780","NsiI.TP152677",3,602439,6.32124498240322e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.756365644259496,0.120915032679739,6e-05,NA
"9781","NsiI.TP152677",3,602439,3.85168339204555e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.643976530085631,0.120915032679739,4e-07,NA
"9782","NsiI.TP152677",3,602439,3.11793333961569e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.555197699769623,0.120915032679739,3e-06,NA
"9783","NsiI.TP152677",3,602439,2.61074954193594e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.473089362308253,0.120915032679739,3e-06,NA
"9784","NsiI.TP152677",3,602439,2.69552899949308e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.517929788423559,0.120915032679739,3e-05,NA
"9785","NsiI.TP152677",3,602439,8.99195480058153e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.401404203693713,0.120915032679739,9e-05,NA
"9786","NsiI.TP152677",3,602439,1.90777846860356e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.494689248940708,0.120915032679739,2e-05,NA
"9787","NsiI.TP152677",3,602439,0.00119483347666802,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.308627258193832,0.120915032679739,0.001,NA
"9788","NsiI.TP152677",3,602439,4.81042185407097e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_50",0.621956144909802,0.120915032679739,5e-05,NA
"9789","NsiI.TP152677",3,602439,6.71089679118716e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",0.345014523314919,0.120915032679739,7e-07,NA
"9790","NsiI.TP152677",3,602439,5.98164680251582e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_50",0.692120715115481,0.120915032679739,6e-06,NA
"9791","NsiI.TP152677",3,602439,5.73974008723262e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.329087661842949,0.120915032679739,6e-06,NA
"9792","NsiI.TP154316",11,10839,0.00137686438180167,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",3.2846971171056,0.0546992362528672,0.001,NA
"9793","NsiI.TP154359",1,63371844,0.000182708965941763,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.31271326991642,0.241732231953559,2e-04,NA
"9794","NsiI.TP154359",1,63371844,0.000232024735913816,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.35896257359514,0.241732231953559,2e-04,NA
"9795","NsiI.TP15605",1,6652808,0.000923184615240092,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.104497599694475,0.150785792446625,9e-04,NA
"9796","NsiI.TP156560",1,73170217,0.00108316854362366,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.78043684963911,0.264954412361957,0.001,NA
"9797","NsiI.TP156560",1,73170217,0.000711134900717225,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.63992365361054,0.264954412361957,7e-04,NA
"9798","NsiI.TP156560",1,73170217,0.000194613730579317,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.68932973518513,0.264954412361957,2e-04,NA
"9800","NsiI.TP159695",6,57820247,0.000773775517734528,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.49427742939786,0.171951913362554,8e-04,NA
"9801","NsiI.TP159695",6,57820247,9.11230270092246e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.32861539628246,0.171951913362554,9e-05,NA
"9804","NsiI.TP16416",11,9311,0.000592211107729991,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",3.36214900314769,0.068966452765844,6e-04,NA
"9805","NsiI.TP16416",11,9311,0.000353430718400244,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.67413580270053,0.068966452765844,4e-04,NA
"9808","NsiI.TP166838",3,60735782,0.000272484566427063,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",2.98280270674425,0.346041541709393,3e-04,NA
"9809","NsiI.TP166838",3,60735782,1.317196646971e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",2.71499080662087,0.346041541709393,1e-05,NA
"9810","NsiI.TP166838",3,60735782,0.000248752994845127,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",3.08990713554928,0.346041541709393,2e-04,NA
"9811","NsiI.TP166838",3,60735782,0.00028494373539297,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",3.01779921154305,0.346041541709393,3e-04,NA
"9812","NsiI.TP166838",3,60735782,0.000285336477391357,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",2.89639520478283,0.346041541709393,3e-04,NA
"9813","NsiI.TP166838",3,60735782,8.07393860494246e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.48576777695739,0.346041541709393,8e-05,NA
"9814","NsiI.TP166838",3,60735782,0.000328090322909383,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",3.15614138411876,0.346041541709393,3e-04,NA
"9815","NsiI.TP166838",3,60735782,0.000417374906040769,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.51390053466393,0.346041541709393,4e-04,NA
"9816","NsiI.TP166838",3,60735782,0.000115558022973463,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",2.45612838142608,0.346041541709393,1e-04,NA
"9818","NsiI.TP167708",11,10993,0.00116362881923587,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.429227109866431,0.498744875167494,0.001,NA
"9819","NsiI.TP169322",5,71759480,6.05767833491839e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_1",3.46863877185233,0.353933296331721,6e-05,NA
"9820","NsiI.TP169322",5,71759480,4.420484307e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.73673592701411,0.353933296331721,4e-05,NA
"9821","NsiI.TP169322",5,71759480,0.000209218091682559,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",3.54834586800655,0.353933296331721,2e-04,NA
"9822","NsiI.TP169322",5,71759480,0.0003897608314004,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.63403116559891,0.353933296331721,4e-04,NA
"9823","NsiI.TP169322",5,71759480,0.00067903880035212,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",3.68334271240424,0.353933296331721,7e-04,NA
"9824","NsiI.TP169977",1,60857389,0.000505954307287732,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",9.93065889801488,0.0851542767989514,5e-04,NA
"9825","NsiI.TP171370",1,21618374,0.000265708061752703,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.000384310299060706,0.253682595158903,3e-04,NA
"9826","NsiI.TP171370",1,21618374,0.000281913064381472,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.00212321527893167,0.253682595158903,3e-04,NA
"9827","NsiI.TP171370",1,21618374,0.000554252172139986,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0204943733870503,0.253682595158903,6e-04,NA
"9828","NsiI.TP17176",4,55259103,0.000211309347524991,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.47943868194742,0.0892682258997832,2e-04,NA
"9829","NsiI.TP172212",1,67605060,0.000285946831396466,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.128055800331163,0.303087400705283,3e-04,NA
"9830","NsiI.TP172212",1,67605060,8.89483151745088e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.243897983964081,0.303087400705283,9e-05,NA
"9831","NsiI.TP172212",1,67605060,0.00025318407206559,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.126892078968536,0.303087400705283,3e-04,NA
"9832","NsiI.TP172212",1,67605060,0.000124399270205716,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.252114450761262,0.303087400705283,1e-04,NA
"9833","NsiI.TP172212",1,67605060,0.00138523554434333,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.155519848579197,0.303087400705283,0.001,NA
"9834","NsiI.TP172371",11,11040,0.00115879358637264,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.53807144052892,0.177757767712249,0.001,NA
"9835","NsiI.TP172371",11,11040,0.000164357426928855,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",1.34048554021647,0.177757767712249,2e-04,NA
"9836","NsiI.TP174370",1,6704694,5.29333220467775e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinGW",0.605749860772819,0.414168784562969,5e-05,NA
"9837","NsiI.TP174370",1,6704694,0.00110369517397885,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.391438027883063,0.414168784562969,0.001,NA
"9838","NsiI.TP174370",1,6704694,6.72165454208733e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.338201337004767,0.414168784562969,7e-06,NA
"9839","NsiI.TP174370",1,6704694,6.61916498115218e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.441627132654669,0.414168784562969,7e-06,NA
"9840","NsiI.TP175336",1,56033904,0.00104337080277019,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.481799033858218,0.361561101826466,0.001,NA
"9841","NsiI.TP175409",11,11076,0.000267579811730372,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",1.34500197880924,0.136180220804247,3e-04,NA
"9842","NsiI.TP175409",11,11076,0.000739253035455607,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.1087026411972,0.136180220804247,7e-04,NA
"9843","NsiI.TP175409",11,11076,0.00118346202885805,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.81326059450651,0.136180220804247,0.001,NA
"9844","NsiI.TP175409",11,11076,0.00130535954685851,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.39182242761042,0.136180220804247,0.001,NA
"9845","NsiI.TP176730",4,56998426,0.00120090453091367,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.01897208451567e-05,0.130269196298414,0.001,NA
"9846","NsiI.TP176915",11,11099,0.00108342909249568,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",7.94925604592541,0.384819603840774,0.001,NA
"9847","NsiI.TP1783",11,9157,8.68253489460129e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",17.1522965836957,0.398740345575041,9e-05,NA
"9848","NsiI.TP1783",11,9157,0.000233335742741223,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",18.6607225079342,0.398740345575041,2e-04,NA
"9849","NsiI.TP179961",11,11131,0.000888161846626255,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.42421671697134,0.413728732008402,9e-04,NA
"9850","NsiI.TP180786",11,11146,0.000863900836861107,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",3.38497493486221,0.462214203877232,9e-04,NA
"9851","NsiI.TP185806",11,11194,0.000608676274476181,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.94248811957131,0.156645179369517,6e-04,NA
"9852","NsiI.TP185826",11,11195,0.000121939987309234,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0464133851394534,0.424883020806701,1e-04,NA
"9853","NsiI.TP185826",11,11195,0.000155070868063748,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0698722566665339,0.424883020806701,2e-04,NA
"9854","NsiI.TP185826",11,11195,0.000176586316746441,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.00818379711204824,0.424883020806701,2e-04,NA
"9856","NsiI.TP187694",11,11221,0.000757062391267651,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.71862613903838,0.454655782447058,8e-04,NA
"9857","NsiI.TP188522",2,12102013,0.000588450256092715,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0622376099436541,0.0688053863563149,6e-04,NA
"9858","NsiI.TP189044",5,34971,2.82915344385588e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.177948446931416,0.17976424688894,3e-05,NA
"9859","NsiI.TP189044",5,34971,0.000112610376956708,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.123072607346145,0.17976424688894,1e-04,NA
"9860","NsiI.TP189044",5,34971,3.38152779654756e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.185327285256774,0.17976424688894,3e-05,NA
"9861","NsiI.TP189044",5,34971,0.000182308168046596,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.182232817904616,0.17976424688894,2e-04,NA
"9862","NsiI.TP189044",5,34971,0.000157394486330609,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.190517514492183,0.17976424688894,2e-04,NA
"9863","NsiI.TP189044",5,34971,5.48673702718649e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.137816149509312,0.17976424688894,5e-05,NA
"9864","NsiI.TP189044",5,34971,0.000225177388314521,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.168529339436387,0.17976424688894,2e-04,NA
"9865","NsiI.TP189044",5,34971,7.47887547568756e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.198706088152968,0.17976424688894,7e-05,NA
"9866","NsiI.TP189044",5,34971,0.000139840708257416,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0603306633387806,0.17976424688894,1e-04,NA
"9867","NsiI.TP190912",11,11244,0.00140061338039199,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.46887994404763,0.231849043557235,0.001,NA
"9869","NsiI.TP191077",11,11250,0.000375318596025685,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",4.51217022240888,0.450341834075071,4e-04,NA
"9870","NsiI.TP191077",11,11250,9.18428606479995e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",4.58346844945978,0.450341834075071,9e-05,NA
"9872","NsiI.TP19314",8,52151314,6.95642617684477e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.62670257768473,0.172281783907269,7e-05,NA
"9873","NsiI.TP19314",8,52151314,0.000940211852262008,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",3.15382819764528,0.172281783907269,9e-04,NA
"9874","NsiI.TP19314",8,52151314,0.00132212607041395,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.72920446252328,0.172281783907269,0.001,NA
"9875","NsiI.TP194619",6,55228277,0.00100843862179347,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",7.02119828026138,0.12384854953054,0.001,NA
"9876","NsiI.TP195045",1,76748463,0.000349413799073294,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.18571451161835,0.47516806298783,3e-04,NA
"9877","NsiI.TP195045",1,76748463,0.000273741359057595,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.31783361050765,0.47516806298783,3e-04,NA
"9878","NsiI.TP195180",1,12857502,3.16077988084091e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.873043888001397,0.103376311323414,3e-05,NA
"9879","NsiI.TP195180",1,12857502,4.86040968253792e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.453595120463125,0.103376311323414,5e-05,NA
"9880","NsiI.TP195180",1,12857502,4.41906023916954e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.830413823175198,0.103376311323414,4e-05,NA
"9881","NsiI.TP195180",1,12857502,3.956268508212e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.815041987436487,0.103376311323414,4e-05,NA
"9882","NsiI.TP195180",1,12857502,3.27040984086434e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.839679641210878,0.103376311323414,3e-05,NA
"9883","NsiI.TP195180",1,12857502,3.88624110744225e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.04060189117055,0.103376311323414,4e-05,NA
"9884","NsiI.TP195180",1,12857502,5.73331458947365e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.894170719760901,0.103376311323414,6e-05,NA
"9885","NsiI.TP195180",1,12857502,8.6220059336863e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.647609968318708,0.103376311323414,9e-05,NA
"9886","NsiI.TP195180",1,12857502,6.3813119026238e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.88865909982645,0.103376311323414,6e-05,NA
"9887","NsiI.TP196097",11,11301,0.000110600770678972,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.795197780131608,0.289711769543893,1e-04,NA
"9888","NsiI.TP196097",11,11301,0.000148745702398994,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.31565342337557,0.289711769543893,1e-04,NA
"9889","NsiI.TP196221",11,11304,0.000226108750201957,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",1.83294644031734,0.07653715146036,2e-04,NA
"9890","NsiI.TP196221",11,11304,7.09461032926781e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",1.78783012857805,0.07653715146036,7e-05,NA
"9891","NsiI.TP196221",11,11304,0.000161950826923161,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.73116501576934,0.07653715146036,2e-04,NA
"9892","NsiI.TP196221",11,11304,4.61123043449952e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.53179010674722,0.07653715146036,5e-05,NA
"9893","NsiI.TP196221",11,11304,9.9129974056367e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.74362539740503,0.07653715146036,1e-04,NA
"9894","NsiI.TP196281",11,11305,0.000336325777962501,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.415541144507224,0.492595278085956,3e-04,NA
"9896","NsiI.TP197957",11,11330,0.0013976222896621,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0767181987111261,0.211278333214256,0.001,NA
"9897","NsiI.TP198999",1,1902613,7.18057084902613e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.421619946848684,0.0785953985571147,7e-05,NA
"9898","NsiI.TP198999",1,1902613,6.97590290188071e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.385540772940291,0.0785953985571147,7e-05,NA
"9899","NsiI.TP198999",1,1902613,0.000248293529807203,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.42908279259367,0.0785953985571147,2e-04,NA
"9902","NsiI.TP203570",6,2078276,0.000476145603951779,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",14.1795994480207,0.206886205276046,5e-04,NA
"9903","NsiI.TP204910",2,65965770,0.00105663836107759,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0101704236281876,0.4525343439643,0.001,NA
"9905","NsiI.TP205252",4,63574731,0.000314449455503785,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.300657554607874,0.15676513170596,3e-04,NA
"9906","NsiI.TP205252",4,63574731,0.000110522878900801,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.155313895184534,0.15676513170596,1e-04,NA
"9907","NsiI.TP205252",4,63574731,0.000294720393380857,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.241630436311463,0.15676513170596,3e-04,NA
"9908","NsiI.TP205252",4,63574731,9.83142374248401e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.237858187522574,0.15676513170596,1e-04,NA
"9909","NsiI.TP205252",4,63574731,8.6942857484634e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.256433919438686,0.15676513170596,9e-05,NA
"9910","NsiI.TP205252",4,63574731,1.75346710424181e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.445080256528055,0.15676513170596,2e-06,NA
"9911","NsiI.TP205252",4,63574731,0.000103334362193856,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.298919931221104,0.15676513170596,1e-04,NA
"9912","NsiI.TP205252",4,63574731,2.53389602507381e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.29317549343025,0.15676513170596,3e-05,NA
"9913","NsiI.TP205252",4,63574731,5.40811174891526e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.614679087299444,0.15676513170596,5e-05,NA
"9914","NsiI.TP205252",4,63574731,5.28964761283596e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.245336054823865,0.15676513170596,5e-05,NA
"9918","NsiI.TP208407",11,11453,0.000602736495255939,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.55892691846537,0.120071936528277,6e-04,NA
"9919","NsiI.TP208407",11,11453,0.000319868633052822,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.08787677291825,0.120071936528277,3e-04,NA
"9920","NsiI.TP208538",11,11454,2.70911849649598e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_1",2.73313009035774,0.149137316797702,3e-05,NA
"9921","NsiI.TP208538",11,11454,0.000222017316839113,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",4.15859323408878,0.149137316797702,2e-04,NA
"9922","NsiI.TP208538",11,11454,2.90546102026533e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",3.78709837138125,0.149137316797702,3e-05,NA
"9923","NsiI.TP208538",11,11454,0.000178574075907778,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",4.43962056819759,0.149137316797702,2e-04,NA
"9924","NsiI.TP208628",11,11458,3.52090003506912e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.945687837325017,0.215932459372326,4e-06,NA
"9925","NsiI.TP208628",11,11458,3.82438489208586e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.889521549155756,0.215932459372326,4e-06,NA
"9926","NsiI.TP208628",11,11458,2.1046794749074e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.879464311750081,0.215932459372326,2e-05,NA
"9927","NsiI.TP208628",11,11458,2.30898152693463e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.911367870817595,0.215932459372326,2e-05,NA
"9928","NsiI.TP208628",11,11458,7.79143001930389e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.733707989159606,0.215932459372326,8e-06,NA
"9929","NsiI.TP208628",11,11458,5.69700445698029e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.0709485743509,0.215932459372326,6e-05,NA
"9930","NsiI.TP208628",11,11458,1.68706767528257e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.719193109672407,0.215932459372326,2e-05,NA
"9931","NsiI.TP208628",11,11458,1.97332749756939e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_50",0.848261706647307,0.215932459372326,2e-05,NA
"9932","NsiI.TP208628",11,11458,1.5622565386441e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.691027822579868,0.215932459372326,2e-05,NA
"9934","NsiI.TP208710",1,66025194,0.00121856096590896,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",3.4632611412798,0.116777649702968,0.001,NA
"9935","NsiI.TP210176",2,63098520,7.13895438967375e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",6.95747072592188,0.475507896368307,7e-05,NA
"9936","NsiI.TP210176",2,63098520,7.50495939869628e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",6.31821090155468,0.475507896368307,8e-06,NA
